changes = Time vs nsites vs nqubits0 vs h vs nlayers

g_converged iter nsites nqubits0 h nlayers time
true 279 3 2 0.8979591836734694 4 1.11
true 39 3 2 0.9183673469387755 1 0.05
true 179 3 2 0.9183673469387755 2 0.33
true 663 3 2 0.9183673469387755 3 1.55
true 295 3 2 0.9183673469387755 4 1.03
true 53 3 2 0.9387755102040817 1 0.06
true 171 3 2 0.9387755102040817 2 0.28
true 374 3 2 0.9387755102040817 3 0.81
true 421 3 2 0.9387755102040817 4 1.26
true 39 3 2 0.9591836734693877 1 0.04
true 380 3 2 0.9591836734693877 2 0.6
true 252 3 2 0.9591836734693877 3 0.57
true 285 3 2 0.9591836734693877 4 0.94
true 41 3 2 0.9795918367346939 1 0.04
true 117 3 2 0.9795918367346939 2 0.21
true 342 3 2 0.9795918367346939 3 0.82
true 306 3 2 0.9795918367346939 4 1.01
true 41 3 2 1.0 1 0.04
true 202 3 2 1.0 2 0.31
true 394 3 2 1.0 3 0.87
true 359 3 2 1.0 4 1.05
true 35 3 3 0.0 1 0.05
true 122 3 3 0.0 2 0.24
true 191 3 3 0.0 3 0.5
true 350 3 3 0.0 4 1.05
true 50 3 3 0.02040816326530612 1 0.06
true 153 3 3 0.02040816326530612 2 0.26
true 181 3 3 0.02040816326530612 3 0.49
true 491 3 3 0.02040816326530612 4 1.41
true 40 3 3 0.04081632653061224 1 0.05
true 264 3 3 0.04081632653061224 2 0.43
true 224 3 3 0.04081632653061224 3 0.57
true 342 3 3 0.04081632653061224 4 1.04
true 47 3 3 0.061224489795918366 1 0.05
true 199 3 3 0.061224489795918366 2 0.32
true 575 3 3 0.061224489795918366 3 1.3
true 343 3 3 0.061224489795918366 4 1.09
true 58 3 3 0.08163265306122448 1 0.06
true 260 3 3 0.08163265306122448 2 0.42
true 415 3 3 0.08163265306122448 3 0.93
true 567 3 3 0.08163265306122448 4 1.55
true 63 3 3 0.10204081632653061 1 0.07
true 243 3 3 0.10204081632653061 2 0.41
true 291 3 3 0.10204081632653061 3 0.68
true 271 3 3 0.10204081632653061 4 0.92
true 48 3 3 0.12244897959183673 1 0.05
true 160 3 3 0.12244897959183673 2 0.28
true 391 3 3 0.12244897959183673 3 0.88
true 313 3 3 0.12244897959183673 4 1.0
true 63 3 3 0.14285714285714285 1 0.07
true 357 3 3 0.14285714285714285 2 0.55
true 325 3 3 0.14285714285714285 3 0.73
true 478 3 3 0.14285714285714285 4 1.43
true 49 3 3 0.16326530612244897 1 0.06
true 553 3 3 0.16326530612244897 2 0.92
true 349 3 3 0.16326530612244897 3 0.82
true 284 3 3 0.16326530612244897 4 0.91
true 48 3 3 0.1836734693877551 1 0.06
true 299 3 3 0.1836734693877551 2 0.49
true 489 3 3 0.1836734693877551 3 1.06
true 313 3 3 0.1836734693877551 4 1.01
true 67 3 3 0.20408163265306123 1 0.08
true 152 3 3 0.20408163265306123 2 0.26
true 283 3 3 0.20408163265306123 3 0.67
true 747 3 3 0.20408163265306123 4 2.07
true 41 3 3 0.22448979591836735 1 0.05
true 451 3 3 0.22448979591836735 2 0.74
true 407 3 3 0.22448979591836735 3 0.92
true 283 3 3 0.22448979591836735 4 0.94
true 76 3 3 0.24489795918367346 1 0.08
true 175 3 3 0.24489795918367346 2 0.3
true 216 3 3 0.24489795918367346 3 0.53
true 296 3 3 0.24489795918367346 4 1.0
true 44 3 3 0.2653061224489796 1 0.05
true 218 3 3 0.2653061224489796 2 0.35
true 201 3 3 0.2653061224489796 3 0.56
true 266 3 3 0.2653061224489796 4 0.86
true 41 3 3 0.2857142857142857 1 0.05
true 145 3 3 0.2857142857142857 2 0.25
true 220 3 3 0.2857142857142857 3 0.56
true 312 3 3 0.2857142857142857 4 0.97
true 59 3 3 0.30612244897959184 1 0.07
true 351 3 3 0.30612244897959184 2 0.59
true 618 3 3 0.30612244897959184 3 1.4
true 261 3 3 0.30612244897959184 4 0.86
true 34 3 3 0.32653061224489793 1 0.04
true 207 3 3 0.32653061224489793 2 0.35
true 264 3 3 0.32653061224489793 3 0.68
true 310 3 3 0.32653061224489793 4 1.04
true 66 3 3 0.3469387755102041 1 0.07
true 159 3 3 0.3469387755102041 2 0.28
true 318 3 3 0.3469387755102041 3 0.73
true 279 3 3 0.3469387755102041 4 0.89
true 55 3 3 0.3673469387755102 1 0.06
true 165 3 3 0.3673469387755102 2 0.29
true 244 3 3 0.3673469387755102 3 0.59
true 295 3 3 0.3673469387755102 4 1.02
true 48 3 3 0.3877551020408163 1 0.05
true 149 3 3 0.3877551020408163 2 0.26
true 478 3 3 0.3877551020408163 3 1.05
true 381 3 3 0.3877551020408163 4 1.14
true 53 3 3 0.40816326530612246 1 0.06
true 275 3 3 0.40816326530612246 2 0.44
true 521 3 3 0.40816326530612246 3 1.18
true 426 3 3 0.40816326530612246 4 1.28
true 55 3 3 0.42857142857142855 1 0.06
true 149 3 3 0.42857142857142855 2 0.28
true 340 3 3 0.42857142857142855 3 0.77
true 392 3 3 0.42857142857142855 4 1.17
true 49 3 3 0.4489795918367347 1 0.05
true 203 3 3 0.4489795918367347 2 0.34
true 241 3 3 0.4489795918367347 3 0.6
true 451 3 3 0.4489795918367347 4 1.33
true 77 3 3 0.46938775510204084 1 0.08
true 253 3 3 0.46938775510204084 2 0.45
true 488 3 3 0.46938775510204084 3 1.1
true 288 3 3 0.46938775510204084 4 0.94
true 51 3 3 0.4897959183673469 1 0.06
true 146 3 3 0.4897959183673469 2 0.26
true 464 3 3 0.4897959183673469 3 1.01
true 434 3 3 0.4897959183673469 4 1.33
true 133 3 3 0.5102040816326531 1 0.14
true 257 3 3 0.5102040816326531 2 0.42
true 281 3 3 0.5102040816326531 3 0.67
true 281 3 3 0.5102040816326531 4 0.94
true 47 3 3 0.5306122448979592 1 0.05
true 203 3 3 0.5306122448979592 2 0.33
true 480 3 3 0.5306122448979592 3 1.08
true 319 3 3 0.5306122448979592 4 1.01
true 49 3 3 0.5510204081632653 1 0.06
true 199 3 3 0.5510204081632653 2 0.3
true 1418 3 3 0.5510204081632653 3 2.87
true 344 3 3 0.5510204081632653 4 1.07
true 59 3 3 0.5714285714285714 1 0.06
true 131 3 3 0.5714285714285714 2 0.25
true 543 3 3 0.5714285714285714 3 1.24
true 257 3 3 0.5714285714285714 4 0.85
true 52 3 3 0.5918367346938775 1 0.05
true 278 3 3 0.5918367346938775 2 0.46
true 348 3 3 0.5918367346938775 3 0.77
true 298 3 3 0.5918367346938775 4 0.98
true 49 3 3 0.6122448979591837 1 0.05
true 424 3 3 0.6122448979591837 2 0.68
true 656 3 3 0.6122448979591837 3 1.39
true 300 3 3 0.6122448979591837 4 0.97
true 57 3 3 0.6326530612244898 1 0.06
true 207 3 3 0.6326530612244898 2 0.34
true 453 3 3 0.6326530612244898 3 1.02
true 473 3 3 0.6326530612244898 4 1.37
true 37 3 3 0.6530612244897959 1 0.05
true 392 3 3 0.6530612244897959 2 0.64
true 654 3 3 0.6530612244897959 3 1.39
true 359 3 3 0.6530612244897959 4 1.12
true 37 3 3 0.673469387755102 1 0.04
true 159 3 3 0.673469387755102 2 0.29
true 405 3 3 0.673469387755102 3 0.9
true 301 3 3 0.673469387755102 4 0.94
true 48 3 3 0.6938775510204082 1 0.06
true 222 3 3 0.6938775510204082 2 0.39
true 249 3 3 0.6938775510204082 3 0.61
true 269 3 3 0.6938775510204082 4 0.88
true 54 3 3 0.7142857142857143 1 0.06
true 184 3 3 0.7142857142857143 2 0.31
true 213 3 3 0.7142857142857143 3 0.55
true 471 3 3 0.7142857142857143 4 1.46
true 49 3 3 0.7346938775510204 1 0.05
true 279 3 3 0.7346938775510204 2 0.43
true 410 3 3 0.7346938775510204 3 0.88
true 449 3 3 0.7346938775510204 4 1.35
true 58 3 3 0.7551020408163265 1 0.06
true 215 3 3 0.7551020408163265 2 0.35
true 391 3 3 0.7551020408163265 3 0.86
true 355 3 3 0.7551020408163265 4 1.12
true 45 3 3 0.7755102040816326 1 0.05
true 201 3 3 0.7755102040816326 2 0.33
true 356 3 3 0.7755102040816326 3 0.79
true 350 3 3 0.7755102040816326 4 1.06
true 33 3 3 0.7959183673469388 1 0.04
true 198 3 3 0.7959183673469388 2 0.33
true 463 3 3 0.7959183673469388 3 0.97
true 277 3 3 0.7959183673469388 4 0.91
true 59 3 3 0.8163265306122449 1 0.06
true 163 3 3 0.8163265306122449 2 0.27
true 461 3 3 0.8163265306122449 3 0.98
true 342 3 3 0.8163265306122449 4 1.15
true 55 3 3 0.8367346938775511 1 0.06
true 215 3 3 0.8367346938775511 2 0.36
true 511 3 3 0.8367346938775511 3 1.07
true 436 3 3 0.8367346938775511 4 1.26
true 60 3 3 0.8571428571428571 1 0.06
true 316 3 3 0.8571428571428571 2 0.5
true 380 3 3 0.8571428571428571 3 0.82
true 412 3 3 0.8571428571428571 4 1.19
true 43 3 3 0.8775510204081632 1 0.05
true 254 3 3 0.8775510204081632 2 0.46
true 481 3 3 0.8775510204081632 3 1.04
true 406 3 3 0.8775510204081632 4 1.2
true 52 3 3 0.8979591836734694 1 0.06
true 220 3 3 0.8979591836734694 2 0.36
true 266 3 3 0.8979591836734694 3 0.65
true 300 3 3 0.8979591836734694 4 0.96
true 44 3 3 0.9183673469387755 1 0.05
true 156 3 3 0.9183673469387755 2 0.27
true 210 3 3 0.9183673469387755 3 0.52
true 327 3 3 0.9183673469387755 4 1.01
true 67 3 3 0.9387755102040817 1 0.08
true 382 3 3 0.9387755102040817 2 0.61
true 446 3 3 0.9387755102040817 3 0.97
true 286 3 3 0.9387755102040817 4 0.94
true 53 3 3 0.9591836734693877 1 0.06
true 216 3 3 0.9591836734693877 2 0.35
true 788 3 3 0.9591836734693877 3 1.71
true 385 3 3 0.9591836734693877 4 1.15
true 57 3 3 0.9795918367346939 1 0.07
true 203 3 3 0.9795918367346939 2 0.35
true 603 3 3 0.9795918367346939 3 1.24
true 481 3 3 0.9795918367346939 4 1.36
true 49 3 3 1.0 1 0.05
true 209 3 3 1.0 2 0.34
true 671 3 3 1.0 3 1.4
true 338 3 3 1.0 4 1.06
true 48 4 1 0.0 1 0.07
true 144 4 1 0.0 2 0.41
true 294 4 1 0.0 3 1.2
true 356 4 1 0.0 4 1.83
true 58 4 1 0.02040816326530612 1 0.1
true 144 4 1 0.02040816326530612 2 0.41
true 269 4 1 0.02040816326530612 3 1.14
true 329 4 1 0.02040816326530612 4 1.84
