g_converged	min_loss	iter	nsites	nqubits0	h	nlayers	time
TRUE	0,150023631	5112	8	8	0,54	4	105,1
TRUE	0,117749773	9445	8	8	0,56	4	187,81
TRUE	0,012112654	28114	8	8	0,58	4	541,83
TRUE	0,132718521	9543	8	8	0,6	4	172,53
TRUE	1,77E-08	560	9	1	0	1	7,95
TRUE	1,95E-07	171	9	1	0,02	1	0,91
TRUE	1,37E-08	215	9	1	0,04	1	1,04
TRUE	2,78E-08	328	9	1	0,06	1	2,41
TRUE	2,13E-09	416	9	1	0,08	1	2,97
TRUE	6,19E-08	168	9	1	0,1	1	1,37
TRUE	1,12E-10	234	9	1	0,12	1	1,81
TRUE	1,94E-10	186	9	1	0,14	1	1,59
TRUE	3,47E-07	169	9	1	0,16	1	1,5
TRUE	5,48E-09	178	9	1	0,18	1	1,61
TRUE	8,99E-09	297	9	1	0,2	1	2,32
TRUE	1,50E-11	194	9	1	0,22	1	1,67
TRUE	2,06E-10	243	9	1	0,24	1	2,08
TRUE	3,01E-10	258	9	1	0,26	1	2,34
TRUE	4,33E-10	191	9	1	0,28	1	1,76
TRUE	6,04E-09	197	9	1	0,3	1	1,91
TRUE	8,35E-10	207	9	1	0,32	1	2,11
TRUE	0,000114804	210	9	1	0,34	1	2,11
TRUE	0,000157188	230	9	1	0,36	1	2,21
TRUE	0,000238634	396	9	1	0,38	1	3,22
TRUE	0,000432973	188	9	1	0,4	1	1,8
TRUE	0,001114839	269	9	1	0,42	1	2,53
TRUE	0,008527316	187	9	1	0,44	1	1,94
TRUE	0,036493121	202	9	1	0,46	1	2,49
TRUE	0,145224402	176	9	1	0,48	1	2,27
TRUE	0,225906192	206	9	1	0,5	1	2,24
TRUE	0,268062569	317	9	1	0,52	1	2,92
TRUE	0,233659488	312	9	1	0,54	1	2,76
TRUE	0,272149163	214	9	1	0,56	1	2,29
TRUE	0,284375616	156	9	1	0,58	1	1,74
TRUE	0,270127415	292	9	1	0,6	1	2,67
TRUE	1,82E-09	420	9	1	0	2	4,16
TRUE	1,11E-09	417	9	1	0,02	2	3,99
TRUE	2,18E-09	416	9	1	0,04	2	4,14
TRUE	2,29E-09	434	9	1	0,06	2	6,57
TRUE	1,16E-09	827	9	1	0,08	2	10,66
TRUE	1,06E-10	454	9	1	0,1	2	7,53
TRUE	2,71E-09	473	9	1	0,12	2	7,61
TRUE	2,20E-11	1035	9	1	0,14	2	13,61
TRUE	4,35E-09	416	9	1	0,16	2	7,13
TRUE	1,77E-10	482	9	1	0,18	2	7,71
TRUE	1,35E-11	820	9	1	0,2	2	10,99
TRUE	2,36E-11	638	9	1	0,22	2	9,07
TRUE	4,76E-10	776	9	1	0,24	2	13,16
TRUE	2,85E-11	421	9	1	0,26	2	7,51
TRUE	6,62E-10	464	9	1	0,28	2	8,65
TRUE	3,23E-10	417	9	1	0,3	2	8,68
TRUE	0,000135235	426	9	1	0,32	2	7,8
TRUE	0,000176822	447	9	1	0,34	2	7,72
TRUE	0,000163621	485	9	1	0,36	2	8,42
TRUE	0,000317584	494	9	1	0,38	2	8,8
TRUE	0,000257054	441	9	1	0,4	2	7,6
TRUE	0,000991736	414	9	1	0,42	2	7,5
TRUE	0,002564073	1274	9	1	0,44	2	18,95
TRUE	0,0031436	2749	9	1	0,46	2	46,69
TRUE	0,011435594	538	9	1	0,48	2	11,01
TRUE	0,051265174	1188	9	1	0,5	2	21,21
TRUE	0,01827366	844	9	1	0,52	2	13,2
TRUE	0,066629069	882	9	1	0,54	2	14,62
TRUE	0,053018615	526	9	1	0,56	2	10,49
TRUE	0,085638702	1212	9	1	0,58	2	19,37
TRUE	0,089625493	1630	9	1	0,6	2	25,51
TRUE	2,90E-07	944	9	1	0	3	14,52
TRUE	1,83E-10	922	9	1	0,02	3	13,12
TRUE	7,66E-07	1075	9	1	0,04	3	14,35
TRUE	7,00E-08	716	9	1	0,06	3	17,14
TRUE	1,83E-10	2105	9	1	0,08	3	40,47
TRUE	1,69E-10	832	9	1	0,1	3	18,03
TRUE	2,08E-09	680	9	1	0,12	3	17,37
TRUE	3,74E-10	2092	9	1	0,14	3	42,12
TRUE	7,23E-09	1561	9	1	0,16	3	31,4
TRUE	4,04E-11	807	9	1	0,18	3	18,72
TRUE	2,14E-11	798	9	1	0,2	3	19,21
TRUE	2,68E-09	1210	9	1	0,22	3	25,76
TRUE	4,47E-10	1280	9	1	0,24	3	26,82
TRUE	3,95E-10	874	9	1	0,26	3	23,86
TRUE	9,78E-10	1839	9	1	0,28	3	41,76
TRUE	5,06E-10	860	9	1	0,3	3	22,13
TRUE	0,00015641	1986	9	1	0,32	3	43,62
TRUE	8,15E-10	962	9	1	0,34	3	25,05
TRUE	0,000221397	1194	9	1	0,36	3	32,69
TRUE	0,000233349	1149	9	1	0,38	3	26,62
TRUE	0,000324282	1162	9	1	0,4	3	28,18
TRUE	0,000532141	3094	9	1	0,42	3	68,13
TRUE	0,001890104	5056	9	1	0,44	3	103,66
TRUE	0,003152209	8438	9	1	0,46	3	204,35
TRUE	0,012067921	1821	9	1	0,48	3	48,8
TRUE	0,030767925	3447	9	1	0,5	3	87,79
TRUE	0,000392653	7076	9	1	0,52	3	147,73
TRUE	0,023617037	3036	9	1	0,54	3	68
TRUE	0,048092859	3582	9	1	0,56	3	88,42
TRUE	0,000642841	5565	9	1	0,58	3	114,79
TRUE	0,022725405	3140	9	1	0,6	3	69,85
TRUE	1,14E-09	2666	9	1	0	4	43,41
TRUE	7,76E-09	2283	9	1	0,02	4	36,7
TRUE	2,21E-10	2026	9	1	0,04	4	40,24
TRUE	5,72E-09	1315	9	1	0,06	4	37,24
TRUE	1,36E-11	1686	9	1	0,08	4	50,64
TRUE	2,96E-11	2363	9	1	0,1	4	59,65
TRUE	5,47E-10	3287	9	1	0,12	4	81,09
TRUE	6,11E-09	2433	9	1	0,14	4	62,16
TRUE	2,44E-10	1479	9	1	0,16	4	43,42
TRUE	0,000116057	2967	9	1	0,18	4	79,05
TRUE	3,43E-11	1958	9	1	0,2	4	52,93
TRUE	4,40E-10	2523	9	1	0,22	4	75,87
TRUE	5,54E-10	1963	9	1	0,24	4	59,71
TRUE	9,25E-10	2725	9	1	0,26	4	71,4
TRUE	7,69E-10	2739	9	1	0,28	4	76,24
TRUE	7,51E-10	1078	9	1	0,3	4	40,19
TRUE	0,000217098	2308	9	1	0,32	4	72,6
TRUE	0,000237581	2464	9	1	0,34	4	72,3
TRUE	0,000346033	2545	9	1	0,36	4	85,57
TRUE	0,000436021	2087	9	1	0,38	4	64,21
TRUE	0,000768293	1291	9	1	0,4	4	51,78
TRUE	0,002696526	5325	9	1	0,42	4	150,58
TRUE	0,000900086	6346	9	1	0,44	4	189,07
TRUE	0,008644142	4341	9	1	0,46	4	142,94
TRUE	0,006150576	6628	9	1	0,48	4	206,39
TRUE	0,036688098	6123	9	1	0,5	4	173,84
TRUE	0,005423449	17613	9	1	0,52	4	503,65
TRUE	0,011347487	8774	9	1	0,54	4	257,93
TRUE	0,045130962	4531	9	1	0,56	4	133,6
TRUE	0,012175726	10507	9	1	0,58	4	289,12
TRUE	0,032832985	17981	9	1	0,6	4	504,28
TRUE	8,49E-07	214	9	2	0	1	1,7
TRUE	5,69E-08	215	9	2	0,02	1	1,78
TRUE	2,23E-07	215	9	2	0,04	1	1,73
TRUE	2,70E-08	179	9	2	0,06	1	1,52
TRUE	3,02E-05	404	9	2	0,08	1	3,07
TRUE	6,94E-08	182	9	2	0,1	1	1,55
TRUE	1,19E-10	258	9	2	0,12	1	2,03
TRUE	2,01E-09	234	9	2	0,14	1	1,85
TRUE	3,41E-10	305	9	2	0,16	1	2,35
TRUE	1,44E-10	299	9	2	0,18	1	2,61
TRUE	8,93E-09	284	9	2	0,2	1	2,45
TRUE	1,39E-11	172	9	2	0,22	1	1,59
TRUE	2,07E-11	199	9	2	0,24	1	1,83
TRUE	2,99E-11	152	9	2	0,26	1	1,55
TRUE	4,27E-11	272	9	2	0,28	1	2,54
TRUE	5,98E-11	270	9	2	0,3	1	2,57
TRUE	8,25E-09	231	9	2	0,32	1	2,29
TRUE	0,000112584	221	9	2	0,34	1	2,33
TRUE	0,000152787	223	9	2	0,36	1	2,03
TRUE	0,000221485	203	9	2	0,38	1	1,91
TRUE	0,000370319	184	9	2	0,4	1	1,87
TRUE	0,000853978	451	9	2	0,42	1	3,95
TRUE	0,005979299	475	9	2	0,44	1	4,42
TRUE	0,025885201	268	9	2	0,46	1	2,76
TRUE	0,108542712	190	9	2	0,48	1	1,97
TRUE	0,177735627	199	9	2	0,5	1	2,05
TRUE	0,219683174	167	9	2	0,52	1	1,87
TRUE	0,193020103	152	9	2	0,54	1	1,67
TRUE	0,232994774	225	9	2	0,56	1	2,18
TRUE	0,236884121	187	9	2	0,58	1	1,84
TRUE	0,24762652	183	9	2	0,6	1	1,92
TRUE	6,58E-09	855	9	2	0	2	12,14
TRUE	2,17E-09	581	9	2	0,02	2	8,06
TRUE	1,10E-09	662	9	2	0,04	2	9,81
TRUE	1,71E-10	834	9	2	0,06	2	12,22
TRUE	7,50E-08	417	9	2	0,08	2	6,72
TRUE	9,85E-08	724	9	2	0,1	2	9,87
TRUE	6,22E-09	1113	9	2	0,12	2	15,73
TRUE	3,53E-10	438	9	2	0,14	2	7,19
TRUE	6,21E-09	515	9	2	0,16	2	7,86
TRUE	2,83E-09	549	9	2	0,18	2	8,4
TRUE	1,42E-11	527	9	2	0,2	2	8,79
TRUE	1,13E-09	1147	9	2	0,22	2	16,35
TRUE	3,19E-11	772	9	2	0,24	2	12,1
TRUE	8,36E-09	547	9	2	0,26	2	8,64
TRUE	5,70E-10	390	9	2	0,28	2	7,02
TRUE	1,64E-11	1132	9	2	0,3	2	16,36
TRUE	7,85E-10	433	9	2	0,32	2	7,55
TRUE	0,00012595	658	9	2	0,34	2	10,64
TRUE	0,000166209	697	9	2	0,36	2	10,96
TRUE	0,000248312	415	9	2	0,38	2	7,54
TRUE	0,000319692	552	9	2	0,4	2	9,91
TRUE	0,000996262	385	9	2	0,42	2	7,65
TRUE	0,004946012	1748	9	2	0,44	2	27,26
TRUE	0,009031578	2643	9	2	0,46	2	41,67
TRUE	0,036175386	2496	9	2	0,48	2	38,5
TRUE	0,044734133	1226	9	2	0,5	2	18,66
TRUE	0,050147886	935	9	2	0,52	2	14,79
TRUE	0,056414246	1218	9	2	0,54	2	18,29
TRUE	0,065822801	858	9	2	0,56	2	14,5
TRUE	0,022955549	633	9	2	0,58	2	11,15
TRUE	0,09899039	1507	9	2	0,6	2	22,75
TRUE	1,15E-09	1582	9	2	0	3	30,87
TRUE	8,42E-09	1118	9	2	0,02	3	24,59
TRUE	5,78E-08	1186	9	2	0,04	3	26,52
TRUE	2,44E-10	1081	9	2	0,06	3	23,16
TRUE	2,02E-10	1043	9	2	0,08	3	22,4
TRUE	1,85E-11	1284	9	2	0,1	3	26,86
TRUE	3,78E-11	1497	9	2	0,12	3	29,11
TRUE	4,19E-10	782	9	2	0,14	3	18,08
TRUE	1,14E-11	2588	9	2	0,16	3	51,25
TRUE	1,15E-10	1341	9	2	0,18	3	28,03
TRUE	9,62E-09	1246	9	2	0,2	3	28,43
TRUE	3,89E-11	1254	9	2	0,22	3	27,45
TRUE	4,03E-10	2353	9	2	0,24	3	44,69
TRUE	5,29E-09	1335	9	2	0,26	3	28,26
TRUE	4,63E-10	2117	9	2	0,28	3	44,06
TRUE	0,000172432	1267	9	2	0,3	3	28,8
TRUE	0,000110704	1461	9	2	0,32	3	32,25
TRUE	0,000135562	2989	9	2	0,34	3	63,79
TRUE	0,00019059	1507	9	2	0,36	3	35,09
TRUE	0,000221178	1560	9	2	0,38	3	34,92
TRUE	0,000420435	1002	9	2	0,4	3	27,89
TRUE	0,000466853	4555	9	2	0,42	3	98,54
TRUE	0,0013277	4467	9	2	0,44	3	95,62
TRUE	0,003381826	5672	9	2	0,46	3	121,75
TRUE	0,016931419	3565	9	2	0,48	3	81,73
TRUE	0,04400202	1622	9	2	0,5	3	38,27
TRUE	0,033060058	2790	9	2	0,52	3	62,85
TRUE	0,035879264	2893	9	2	0,54	3	64,91
TRUE	0,036751386	6577	9	2	0,56	3	141,46
TRUE	0,040607409	5256	9	2	0,58	3	113,76
TRUE	0,203370967	3133	9	2	0,6	3	69,92
TRUE	1,28E-11	2133	9	2	0	4	55,42
TRUE	2,42E-09	1830	9	2	0,02	4	49,79
TRUE	7,33E-08	1742	9	2	0,04	4	55,8
TRUE	6,17E-09	1262	9	2	0,06	4	40,79
TRUE	4,35E-10	1890	9	2	0,08	4	53,72
TRUE	1,20E-10	2131	9	2	0,1	4	59,92
TRUE	1,96E-11	1944	9	2	0,12	4	51,44
TRUE	2,23E-11	1972	9	2	0,14	4	60,21
TRUE	5,28E-09	1224	9	2	0,16	4	39,94
TRUE	3,01E-10	1619	9	2	0,18	4	48,43
TRUE	2,36E-11	2350	9	2	0,2	4	65,24
TRUE	3,46E-10	1701	9	2	0,22	4	52,67
TRUE	2,81E-09	1240	9	2	0,24	4	39
TRUE	0,00022705	3430	9	2	0,26	4	90,14
TRUE	6,47E-10	2608	9	2	0,28	4	72,14
TRUE	0,000109851	1914	9	2	0,3	4	54,84
TRUE	2,18E-11	1579	9	2	0,32	4	49,79
TRUE	0,000163308	1623	9	2	0,34	4	49,99
TRUE	0,000241235	1760	9	2	0,36	4	66,38
TRUE	0,000188286	1724	9	2	0,38	4	56,58
TRUE	0,000551608	2398	9	2	0,4	4	82,94
TRUE	0,001379227	2004	9	2	0,42	4	61,28
TRUE	0,001647733	5425	9	2	0,44	4	154,47
TRUE	0,006360491	11238	9	2	0,46	4	307,61
TRUE	0,013728704	14112	9	2	0,48	4	413,07
TRUE	0,015102681	7973	9	2	0,5	4	219,17
TRUE	0,027116255	13786	9	2	0,52	4	380,85
TRUE	0,006444623	12360	9	2	0,54	4	342,11
TRUE	0,026605849	12976	9	2	0,56	4	365,59
TRUE	0,028113366	17047	9	2	0,58	4	480,31
TRUE	0,001141667	13388	9	2	0,6	4	371,11
TRUE	3,09E-09	346	9	3	0	1	2,52
TRUE	2,76E-09	240	9	3	0,02	1	1,85
TRUE	0,33333363	235	9	3	0,04	1	1,78
TRUE	2,89E-11	182	9	3	0,06	1	1,69
TRUE	2,57E-09	185	9	3	0,08	1	1,53
TRUE	8,59E-10	246	9	3	0,1	1	1,89
TRUE	1,06E-10	242	9	3	0,12	1	1,83
TRUE	0,333335068	168	9	3	0,14	1	1,43
TRUE	3,47E-09	201	9	3	0,16	1	1,72
TRUE	5,57E-09	317	9	3	0,18	1	2,53
TRUE	8,88E-09	209	9	3	0,2	1	1,87
TRUE	1,39E-11	253	9	3	0,22	1	2,69
TRUE	2,10E-11	198	9	3	0,24	1	1,86
TRUE	3,04E-11	205	9	3	0,26	1	1,88
TRUE	4,36E-11	185	9	3	0,28	1	1,79
TRUE	6,13E-10	172	9	3	0,3	1	1,77
TRUE	8,49E-10	237	9	3	0,32	1	2,18
TRUE	0,00011569	239	9	3	0,34	1	2,28
TRUE	0,000157595	232	9	3	0,36	1	2,11
TRUE	0,000225498	375	9	3	0,38	1	3,4
TRUE	0,000366067	230	9	3	0,4	1	2,23
TRUE	0,000802146	249	9	3	0,42	1	2,23
TRUE	0,336372629	230	9	3	0,44	1	2,33
TRUE	0,346282149	298	9	3	0,46	1	3,03
TRUE	0,307433411	183	9	3	0,48	1	1,92
TRUE	0,269112794	231	9	3	0,5	1	2,31
TRUE	0,239592332	343	9	3	0,52	1	3,12
TRUE	0,17930416	235	9	3	0,54	1	2,37
TRUE	0,236016178	338	9	3	0,56	1	3,22
TRUE	0,224539993	329	9	3	0,58	1	3,17
TRUE	0,237036514	234	9	3	0,6	1	2,23
TRUE	2,04E-10	608	9	3	0	2	8,74
TRUE	1,09E-09	552	9	3	0,02	2	7,89
TRUE	5,81E-09	873	9	3	0,04	2	11,08
TRUE	2,23E-09	1285	9	3	0,06	2	15,41
TRUE	5,95E-08	607	9	3	0,08	2	8,84
TRUE	1,03E-10	647	9	3	0,1	2	9,03
TRUE	1,11E-11	869	9	3	0,12	2	11,46
TRUE	1,27E-09	1530	9	3	0,14	2	18,27
TRUE	1,12E-11	786	9	3	0,16	2	10,77
TRUE	7,00E-09	1248	9	3	0,18	2	16,45
TRUE	9,58E-09	1614	9	3	0,2	2	20,7
TRUE	1,06E-11	1017	9	3	0,22	2	13,99
TRUE	6,05E-09	2049	9	3	0,24	2	26,57
TRUE	9,47E-09	676	9	3	0,26	2	10,22
TRUE	6,69E-10	963	9	3	0,28	2	14,3
TRUE	8,93E-10	1101	9	3	0,3	2	15,52
TRUE	0,000181865	605	9	3	0,32	2	9,88
TRUE	0,00015207	539	9	3	0,34	2	9,04
TRUE	0,000212761	436	9	3	0,36	2	7,71
TRUE	0,000292307	718	9	3	0,38	2	11,89
TRUE	0,000498433	568	9	3	0,4	2	9,91
TRUE	0,000583398	540	9	3	0,42	2	8,97
TRUE	0,001115407	3797	9	3	0,44	2	52,96
TRUE	0,003314962	970	9	3	0,46	2	14,49
TRUE	0,031466267	4129	9	3	0,48	2	61,52
TRUE	0,0475401	1213	9	3	0,5	2	17,96
TRUE	0,056409861	2996	9	3	0,52	2	45,09
TRUE	0,060459714	1468	9	3	0,54	2	21,9
TRUE	0,208455449	939	9	3	0,56	2	14,76
TRUE	0,077779896	1559	9	3	0,58	2	24,43
TRUE	0,085611739	709	9	3	0,6	2	11,98
TRUE	4,39E-09	1515	9	3	0	3	28,06
TRUE	3,30E-10	2355	9	3	0,02	3	41,61
TRUE	4,06E-10	2005	9	3	0,04	3	36,91
TRUE	1,14E-11	1312	9	3	0,06	3	25,27
TRUE	3,28E-10	1606	9	3	0,08	3	29,24
TRUE	5,00E-10	1814	9	3	0,1	3	34,22
TRUE	4,64E-11	1088	9	3	0,12	3	23,46
TRUE	2,16E-10	2323	9	3	0,14	3	41,29
TRUE	4,18E-09	1362	9	3	0,16	3	26,27
TRUE	3,32E-10	2480	9	3	0,18	3	44,6
TRUE	0,000104579	5515	9	3	0,2	3	102,11
TRUE	1,43E-11	2326	9	3	0,22	3	43,16
TRUE	1,73E-11	700	9	3	0,24	3	17,12
TRUE	0,000158315	1204	9	3	0,26	3	25,56
TRUE	0,000197045	1788	9	3	0,28	3	35,64
TRUE	9,69E-10	1896	9	3	0,3	3	38,18
TRUE	0,000116935	1271	9	3	0,32	3	29,64
TRUE	0,000112491	2617	9	3	0,34	3	53,31
TRUE	0,000381521	2445	9	3	0,36	3	50,28
TRUE	0,000679768	1219	9	3	0,38	3	28,51
TRUE	0,000311991	1323	9	3	0,4	3	30,46
TRUE	0,00172693	1976	9	3	0,42	3	44,86
TRUE	0,004914179	2711	9	3	0,44	3	62,42
TRUE	0,006638158	4005	9	3	0,46	3	88,04
TRUE	0,028349135	6275	9	3	0,48	3	131,69
TRUE	0,027025264	1485	9	3	0,5	3	33,6
TRUE	0,000453521	4378	9	3	0,52	3	95,89
TRUE	0,025810519	6111	9	3	0,54	3	125,74
TRUE	0,000654817	15201	9	3	0,56	3	305,18
TRUE	0,056930553	6650	9	3	0,58	3	143,9
TRUE	0,066541009	6682	9	3	0,6	3	141,29
TRUE	1,43E-11	4443	9	3	0	4	112,27
TRUE	5,63E-09	2347	9	3	0,02	4	56,8
TRUE	5,39E-11	3068	9	3	0,04	4	70,64
TRUE	2,37E-11	2987	9	3	0,06	4	71,81
TRUE	2,34E-10	1670	9	3	0,08	4	46,67
TRUE	1,26E-11	7069	9	3	0,1	4	155,29
TRUE	6,94E-08	1717	9	3	0,12	4	47,13
TRUE	8,47E-10	9526	9	3	0,14	4	220,74
TRUE	4,55E-11	2735	9	3	0,16	4	68,01
TRUE	3,54E-10	1387	9	3	0,18	4	41,63
TRUE	9,55E-10	6256	9	3	0,2	4	163,41
TRUE	8,12E-10	1648	9	3	0,22	4	45,69
TRUE	0,000104727	1819	9	3	0,24	4	57,99
TRUE	6,40E-10	2456	9	3	0,26	4	64,34
TRUE	8,20E-10	4803	9	3	0,28	4	125,05
TRUE	2,86E-11	2002	9	3	0,3	4	58,04
TRUE	0,000182767	1971	9	3	0,32	4	61,03
TRUE	0,00054538	5922	9	3	0,34	4	158,59
TRUE	0,0006224	2286	9	3	0,36	4	69,9
TRUE	0,00054465	3276	9	3	0,38	4	91,92
TRUE	0,000590296	1876	9	3	0,4	4	59,11
TRUE	0,001662087	2556	9	3	0,42	4	80,69
TRUE	0,002249973	8001	9	3	0,44	4	221,66
TRUE	0,009256744	6255	9	3	0,46	4	168,45
TRUE	0,010087658	6224	9	3	0,48	4	162,25
TRUE	0,023772931	21402	9	3	0,5	4	582,49
TRUE	0,004250972	16431	9	3	0,52	4	441,13
TRUE	0,015849674	4691	9	3	0,54	4	136,54
TRUE	0,039143277	7404	9	3	0,56	4	212,92
TRUE	0,018511351	4439	9	3	0,58	4	122,76
TRUE	0,018946553	3367	9	3	0,6	4	96,09
TRUE	0,250109624	327	9	4	0	1	2,39
TRUE	0,250000092	322	9	4	0,02	1	2,32
TRUE	0,250000141	185	9	4	0,04	1	1,5
TRUE	0,250000095	216	9	4	0,06	1	2,18
TRUE	3,67E-08	217	9	4	0,08	1	1,78
TRUE	0,250000456	248	9	4	0,1	1	1,85
TRUE	0,25000067	270	9	4	0,12	1	2,08
TRUE	2,05E-10	467	9	4	0,14	1	3,49
TRUE	3,38E-10	252	9	4	0,16	1	2,08
TRUE	5,60E-09	203	9	4	0,18	1	2,1
TRUE	8,83E-08	215	9	4	0,2	1	1,88
TRUE	1,37E-10	251	9	4	0,22	1	2,07
TRUE	2,06E-11	249	9	4	0,24	1	2,24
TRUE	0,250011218	170	9	4	0,26	1	1,71
TRUE	4,34E-10	235	9	4	0,28	1	2,16
TRUE	6,09E-10	304	9	4	0,3	1	2,73
TRUE	0,250042079	239	9	4	0,32	1	2,11
TRUE	0,000115595	239	9	4	0,34	1	2,13
TRUE	0,000157887	234	9	4	0,36	1	2,24
TRUE	0,000230162	220	9	4	0,38	1	2,04
TRUE	0,250163126	298	9	4	0,4	1	2,58
TRUE	0,0008955	224	9	4	0,42	1	1,94
TRUE	0,00627479	295	9	4	0,44	1	2,75
TRUE	0,027166398	228	9	4	0,46	1	2,18
TRUE	0,113940859	367	9	4	0,48	1	3,3
TRUE	0,18699224	283	9	4	0,5	1	2,51
TRUE	0,305721878	232	9	4	0,52	1	2,14
TRUE	0,202681866	197	9	4	0,54	1	1,93
TRUE	0,265526855	526	9	4	0,56	1	4,63
TRUE	0,2480264	360	9	4	0,58	1	3,18
TRUE	0,258483865	262	9	4	0,6	1	2,32
TRUE	2,44E-09	1792	9	4	0	2	21,34
TRUE	3,57E-11	1039	9	4	0,02	2	13,05
TRUE	1,67E-10	866	9	4	0,04	2	11,06
TRUE	3,51E-09	478	9	4	0,06	2	7,53
TRUE	3,12E-08	1120	9	4	0,08	2	13,71
TRUE	1,18E-10	1316	9	4	0,1	2	16,87
TRUE	7,48E-10	823	9	4	0,12	2	10,77
TRUE	1,34E-11	676	9	4	0,14	2	9,43
TRUE	6,04E-08	1175	9	4	0,16	2	15,46
TRUE	2,33E-10	580	9	4	0,18	2	8,75
TRUE	1,41E-11	2131	9	4	0,2	2	27,68
TRUE	2,10E-11	818	9	4	0,22	2	11,69
TRUE	3,24E-10	490	9	4	0,24	2	7,67
TRUE	4,33E-10	1194	9	4	0,26	2	16,77
TRUE	9,98E-09	4650	9	4	0,28	2	60,94
TRUE	8,00E-10	1312	9	4	0,3	2	17,51
TRUE	0,000115275	632	9	4	0,32	2	9,64
TRUE	0,000145519	803	9	4	0,34	2	12,12
TRUE	0,000187384	1445	9	4	0,36	2	20,69
TRUE	0,000211465	600	9	4	0,38	2	9,34
TRUE	0,000198228	826	9	4	0,4	2	12,35
TRUE	0,000474296	1511	9	4	0,42	2	20,76
TRUE	0,002766882	685	9	4	0,44	2	10,97
TRUE	0,003297327	2703	9	4	0,46	2	36,09
TRUE	0,010993285	1677	9	4	0,48	2	23,34
TRUE	0,05563175	933	9	4	0,5	2	14,49
TRUE	0,066192312	994	9	4	0,52	2	16,57
TRUE	0,018670429	1070	9	4	0,54	2	16,11
TRUE	0,080902953	1463	9	4	0,56	2	22,52
TRUE	0,021972029	481	9	4	0,58	2	8,34
TRUE	0,096436342	1167	9	4	0,6	2	18,86
TRUE	4,74E-09	1250	9	4	0	3	23,85
TRUE	1,38E-11	1494	9	4	0,02	3	28,2
TRUE	1,66E-11	3247	9	4	0,04	3	55,82
TRUE	1,60E-10	2038	9	4	0,06	3	37,29
TRUE	1,15E-11	4007	9	4	0,08	3	69,03
TRUE	3,03E-10	2510	9	4	0,1	3	45,5
TRUE	1,32E-11	2344	9	4	0,12	3	41,51
TRUE	1,71E-11	2414	9	4	0,14	3	42,44
TRUE	2,66E-11	2687	9	4	0,16	3	48,1
TRUE	2,00E-11	1841	9	4	0,18	3	35,49
TRUE	1,69E-10	1738	9	4	0,2	3	33,43
TRUE	6,86E-10	1310	9	4	0,22	3	25,68
TRUE	8,35E-10	1328	9	4	0,24	3	28,18
TRUE	3,75E-11	2125	9	4	0,26	3	40,42
TRUE	0,000110549	1714	9	4	0,28	3	38,58
TRUE	0,000120783	1716	9	4	0,3	3	33,95
TRUE	0,000211571	2177	9	4	0,32	3	42,39
TRUE	0,000323212	4936	9	4	0,34	3	92,62
TRUE	0,00011614	691	9	4	0,36	3	17,12
TRUE	0,000232624	1879	9	4	0,38	3	40,65
TRUE	0,000605316	1404	9	4	0,4	3	30,91
TRUE	0,000848767	3490	9	4	0,42	3	70,31
TRUE	0,002272685	5349	9	4	0,44	3	105,59
TRUE	0,007576177	5906	9	4	0,46	3	122,97
TRUE	0,018259367	9307	9	4	0,48	3	180,6
TRUE	0,027474865	1605	9	4	0,5	3	36,72
TRUE	0,039491069	7350	9	4	0,52	3	146,69
TRUE	0,121847176	3282	9	4	0,54	3	73,21
TRUE	0,04747075	6529	9	4	0,56	3	142,02
TRUE	0,03726101	1686	9	4	0,58	3	36,1
TRUE	0,000999436	6281	9	4	0,6	3	117,25
TRUE	2,54E-10	1781	9	4	0	4	48,11
TRUE	6,46E-09	2703	9	4	0,02	4	62,79
TRUE	9,65E-09	2287	9	4	0,04	4	56,27
TRUE	0,125004677	2519	9	4	0,06	4	69,23
TRUE	2,29E-11	2118	9	4	0,08	4	57,46
TRUE	5,40E-09	1960	9	4	0,1	4	49,24
TRUE	4,48E-09	1951	9	4	0,12	4	55,82
TRUE	2,73E-10	4732	9	4	0,14	4	109,5
TRUE	1,92E-11	2193	9	4	0,16	4	56,19
TRUE	3,28E-11	2003	9	4	0,18	4	52,6
TRUE	5,31E-11	3324	9	4	0,2	4	84,81
TRUE	6,32E-10	1514	9	4	0,22	4	42,52
TRUE	8,40E-10	2567	9	4	0,24	4	66,65
TRUE	0,000149267	7415	9	4	0,26	4	183,3
TRUE	0,000182376	1299	9	4	0,28	4	43,7
TRUE	0,000100087	2696	9	4	0,3	4	74,58
TRUE	0,000313118	4753	9	4	0,32	4	119,18
TRUE	0,000314942	4068	9	4	0,34	4	105,65
TRUE	0,000503777	6192	9	4	0,36	4	165,87
TRUE	0,000285848	4803	9	4	0,38	4	122,45
TRUE	0,000906989	2006	9	4	0,4	4	57,59
TRUE	0,00135307	6000	9	4	0,42	4	167,42
TRUE	0,002657602	13323	9	4	0,44	4	341,22
TRUE	0,007942218	11385	9	4	0,46	4	310,38
TRUE	0,010441593	2250	9	4	0,48	4	66,22
TRUE	0,016088805	6675	9	4	0,5	4	182,06
TRUE	0,018280384	14658	9	4	0,52	4	382,68
TRUE	0,000778329	16605	9	4	0,54	4	428,37
TRUE	0,000325168	13605	9	4	0,56	4	343,46
TRUE	0,000400703	18464	9	4	0,58	4	456,57
