changes = Time vs nsites vs nqubits0 vs h vs nlayers

g_converged iter nsites nqubits0 h nlayers time
true 1163 5 1 0.6530612244897959 3 12.36
true 3298 5 1 0.6530612244897959 4 42.66
true 84 5 1 0.673469387755102 1 0.41
true 223 5 1 0.673469387755102 2 1.94
true 1676 5 1 0.673469387755102 3 17.08
true 2461 5 1 0.673469387755102 4 32.6
true 95 5 1 0.6938775510204082 1 0.43
true 1169 5 1 0.6938775510204082 2 8.86
true 1844 5 1 0.6938775510204082 3 18.96
true 2403 5 1 0.6938775510204082 4 31.51
true 78 5 1 0.7142857142857143 1 0.41
true 359 5 1 0.7142857142857143 2 2.84
true 1226 5 1 0.7142857142857143 3 12.69
true 3253 5 1 0.7142857142857143 4 42.47
true 83 5 1 0.7346938775510204 1 0.4
true 565 5 1 0.7346938775510204 2 4.38
true 1598 5 1 0.7346938775510204 3 17.08
true 1038 5 1 0.7346938775510204 4 14.52
true 105 5 1 0.7551020408163265 1 0.51
true 454 5 1 0.7551020408163265 2 3.48
true 1290 5 1 0.7551020408163265 3 13.02
true 2762 5 1 0.7551020408163265 4 36.3
true 100 5 1 0.7755102040816326 1 0.47
true 242 5 1 0.7755102040816326 2 2.1
true 1863 5 1 0.7755102040816326 3 19.32
true 3097 5 1 0.7755102040816326 4 39.81
true 91 5 1 0.7959183673469388 1 0.44
true 544 5 1 0.7959183673469388 2 4.08
true 1273 5 1 0.7959183673469388 3 13.3
true 2645 5 1 0.7959183673469388 4 34.38
true 74 5 1 0.8163265306122449 1 0.39
true 409 5 1 0.8163265306122449 2 3.09
true 404 5 1 0.8163265306122449 3 5.1
true 2076 5 1 0.8163265306122449 4 26.51
true 113 5 1 0.8367346938775511 1 0.56
true 504 5 1 0.8367346938775511 2 3.97
true 1008 5 1 0.8367346938775511 3 10.33
true 2312 5 1 0.8367346938775511 4 30.7
true 100 5 1 0.8571428571428571 1 0.5
true 302 5 1 0.8571428571428571 2 2.46
true 1484 5 1 0.8571428571428571 3 14.73
true 850 5 1 0.8571428571428571 4 13.09
true 91 5 1 0.8775510204081632 1 0.46
true 304 5 1 0.8775510204081632 2 2.6
true 735 5 1 0.8775510204081632 3 8.22
true 1091 5 1 0.8775510204081632 4 15.09
true 75 5 1 0.8979591836734694 1 0.38
true 1002 5 1 0.8979591836734694 2 7.45
true 2226 5 1 0.8979591836734694 3 21.63
true 3022 5 1 0.8979591836734694 4 39.57
true 86 5 1 0.9183673469387755 1 0.46
true 267 5 1 0.9183673469387755 2 2.3
true 355 5 1 0.9183673469387755 3 4.58
true 1674 5 1 0.9183673469387755 4 23.51
true 96 5 1 0.9387755102040817 1 0.47
true 561 5 1 0.9387755102040817 2 4.25
true 889 5 1 0.9387755102040817 3 9.8
true 1851 5 1 0.9387755102040817 4 24.15
true 107 5 1 0.9591836734693877 1 0.49
true 522 5 1 0.9591836734693877 2 4.18
true 859 5 1 0.9591836734693877 3 9.09
true 1144 5 1 0.9591836734693877 4 16.6
true 81 5 1 0.9795918367346939 1 0.42
true 432 5 1 0.9795918367346939 2 3.44
true 1866 5 1 0.9795918367346939 3 18.2
true 2751 5 1 0.9795918367346939 4 36.03
true 92 5 1 1.0 1 0.44
true 529 5 1 1.0 2 4.07
true 1017 5 1 1.0 3 10.82
true 1494 5 1 1.0 4 19.75
true 74 5 2 0.0 1 0.34
true 215 5 2 0.0 2 1.86
true 638 5 2 0.0 3 6.84
true 1180 5 2 0.0 4 15.9
true 81 5 2 0.02040816326530612 1 0.41
true 205 5 2 0.02040816326530612 2 1.81
true 365 5 2 0.02040816326530612 3 4.65
true 734 5 2 0.02040816326530612 4 12.26
true 64 5 2 0.04081632653061224 1 0.36
true 203 5 2 0.04081632653061224 2 1.86
true 393 5 2 0.04081632653061224 3 5.3
true 630 5 2 0.04081632653061224 4 9.8
true 79 5 2 0.061224489795918366 1 0.41
true 214 5 2 0.061224489795918366 2 2.01
true 527 5 2 0.061224489795918366 3 7.06
true 684 5 2 0.061224489795918366 4 11.33
true 83 5 2 0.08163265306122448 1 0.41
true 276 5 2 0.08163265306122448 2 2.47
true 497 5 2 0.08163265306122448 3 5.82
true 2288 5 2 0.08163265306122448 4 30.64
true 111 5 2 0.10204081632653061 1 0.57
true 235 5 2 0.10204081632653061 2 2.08
true 503 5 2 0.10204081632653061 3 6.25
true 543 5 2 0.10204081632653061 4 9.04
true 94 5 2 0.12244897959183673 1 0.47
true 249 5 2 0.12244897959183673 2 2.21
true 718 5 2 0.12244897959183673 3 7.8
true 1156 5 2 0.12244897959183673 4 16.19
true 97 5 2 0.14285714285714285 1 0.51
true 236 5 2 0.14285714285714285 2 2.13
true 453 5 2 0.14285714285714285 3 5.94
true 673 5 2 0.14285714285714285 4 10.33
true 76 5 2 0.16326530612244897 1 0.43
true 325 5 2 0.16326530612244897 2 2.68
true 777 5 2 0.16326530612244897 3 9.22
true 785 5 2 0.16326530612244897 4 11.76
true 120 5 2 0.1836734693877551 1 0.59
true 219 5 2 0.1836734693877551 2 2.02
true 798 5 2 0.1836734693877551 3 9.03
true 868 5 2 0.1836734693877551 4 14.49
true 100 5 2 0.20408163265306123 1 0.51
true 401 5 2 0.20408163265306123 2 3.29
true 599 5 2 0.20408163265306123 3 6.81
true 4198 5 2 0.20408163265306123 4 54.72
true 96 5 2 0.22448979591836735 1 0.51
true 198 5 2 0.22448979591836735 2 1.88
true 1196 5 2 0.22448979591836735 3 12.14
true 4119 5 2 0.22448979591836735 4 53.41
true 84 5 2 0.24489795918367346 1 0.47
true 302 5 2 0.24489795918367346 2 2.56
true 954 5 2 0.24489795918367346 3 10.41
true 2463 5 2 0.24489795918367346 4 31.54
true 88 5 2 0.2653061224489796 1 0.47
true 365 5 2 0.2653061224489796 2 3.01
true 708 5 2 0.2653061224489796 3 8.01
true 2752 5 2 0.2653061224489796 4 35.08
true 74 5 2 0.2857142857142857 1 0.39
true 495 5 2 0.2857142857142857 2 3.92
true 1097 5 2 0.2857142857142857 3 11.81
true 3201 5 2 0.2857142857142857 4 41.52
true 78 5 2 0.30612244897959184 1 0.42
true 259 5 2 0.30612244897959184 2 2.3
true 1092 5 2 0.30612244897959184 3 11.63
true 1135 5 2 0.30612244897959184 4 15.73
true 102 5 2 0.32653061224489793 1 0.52
true 351 5 2 0.32653061224489793 2 3.03
true 1103 5 2 0.32653061224489793 3 11.5
true 4737 5 2 0.32653061224489793 4 60.29
true 70 5 2 0.3469387755102041 1 0.35
true 237 5 2 0.3469387755102041 2 2.1
true 1055 5 2 0.3469387755102041 3 11.53
true 2887 5 2 0.3469387755102041 4 36.55
true 85 5 2 0.3673469387755102 1 0.46
true 469 5 2 0.3673469387755102 2 3.68
true 1332 5 2 0.3673469387755102 3 13.81
true 1360 5 2 0.3673469387755102 4 18.95
true 76 5 2 0.3877551020408163 1 0.39
true 234 5 2 0.3877551020408163 2 2.13
true 1164 5 2 0.3877551020408163 3 12.77
true 4543 5 2 0.3877551020408163 4 57.73
true 86 5 2 0.40816326530612246 1 0.77
true 386 5 2 0.40816326530612246 2 3.14
true 620 5 2 0.40816326530612246 3 7.03
true 2916 5 2 0.40816326530612246 4 37.04
true 65 5 2 0.42857142857142855 1 0.75
true 285 5 2 0.42857142857142855 2 2.39
true 2838 5 2 0.42857142857142855 3 28.16
true 5077 5 2 0.42857142857142855 4 64.55
true 78 5 2 0.4489795918367347 1 0.42
true 242 5 2 0.4489795918367347 2 2.16
true 612 5 2 0.4489795918367347 3 6.94
true 1997 5 2 0.4489795918367347 4 26.99
true 81 5 2 0.46938775510204084 1 0.42
true 256 5 2 0.46938775510204084 2 2.35
true 674 5 2 0.46938775510204084 3 7.45
true 1560 5 2 0.46938775510204084 4 21.11
true 71 5 2 0.4897959183673469 1 0.39
true 656 5 2 0.4897959183673469 2 5.12
true 1159 5 2 0.4897959183673469 3 12.25
true 2297 5 2 0.4897959183673469 4 29.43
true 80 5 2 0.5102040816326531 1 0.41
true 502 5 2 0.5102040816326531 2 4.06
true 1218 5 2 0.5102040816326531 3 12.48
true 1937 5 2 0.5102040816326531 4 25.21
true 96 5 2 0.5306122448979592 1 0.48
true 430 5 2 0.5306122448979592 2 3.4
true 1389 5 2 0.5306122448979592 3 14.21
true 4482 5 2 0.5306122448979592 4 57.55
true 82 5 2 0.5510204081632653 1 0.43
true 353 5 2 0.5510204081632653 2 2.97
true 3330 5 2 0.5510204081632653 3 33.85
true 3536 5 2 0.5510204081632653 4 45.86
true 91 5 2 0.5714285714285714 1 0.47
true 274 5 2 0.5714285714285714 2 2.36
true 985 5 2 0.5714285714285714 3 10.79
true 2099 5 2 0.5714285714285714 4 27.62
true 85 5 2 0.5918367346938775 1 0.42
true 241 5 2 0.5918367346938775 2 2.15
true 1428 5 2 0.5918367346938775 3 15.09
true 3405 5 2 0.5918367346938775 4 44.04
true 68 5 2 0.6122448979591837 1 0.37
true 248 5 2 0.6122448979591837 2 2.14
true 896 5 2 0.6122448979591837 3 9.39
true 1490 5 2 0.6122448979591837 4 21.47
true 64 5 2 0.6326530612244898 1 0.35
true 335 5 2 0.6326530612244898 2 2.67
true 4011 5 2 0.6326530612244898 3 41.98
true 2039 5 2 0.6326530612244898 4 27.24
true 98 5 2 0.6530612244897959 1 0.49
true 360 5 2 0.6530612244897959 2 3.1
true 1793 5 2 0.6530612244897959 3 18.37
true 1621 5 2 0.6530612244897959 4 23.13
true 127 5 2 0.673469387755102 1 0.58
true 346 5 2 0.673469387755102 2 2.96
true 1987 5 2 0.673469387755102 3 20.16
true 2484 5 2 0.673469387755102 4 31.88
true 87 5 2 0.6938775510204082 1 0.43
true 230 5 2 0.6938775510204082 2 2.36
true 2201 5 2 0.6938775510204082 3 22.11
true 3568 5 2 0.6938775510204082 4 45.26
true 83 5 2 0.7142857142857143 1 0.44
true 358 5 2 0.7142857142857143 2 2.88
true 3304 5 2 0.7142857142857143 3 33.28
true 3738 5 2 0.7142857142857143 4 47.14
true 104 5 2 0.7346938775510204 1 0.52
true 296 5 2 0.7346938775510204 2 2.47
true 3059 5 2 0.7346938775510204 3 30.46
true 3055 5 2 0.7346938775510204 4 38.78
true 92 5 2 0.7551020408163265 1 0.45
true 501 5 2 0.7551020408163265 2 4.1
true 3779 5 2 0.7551020408163265 3 37.69
true 3611 5 2 0.7551020408163265 4 46.26
true 81 5 2 0.7755102040816326 1 0.41
true 536 5 2 0.7755102040816326 2 4.38
true 2260 5 2 0.7755102040816326 3 23.12
true 6487 5 2 0.7755102040816326 4 81.06
true 92 5 2 0.7959183673469388 1 0.46
true 202 5 2 0.7959183673469388 2 1.92
true 3829 5 2 0.7959183673469388 3 38.12
true 2674 5 2 0.7959183673469388 4 33.65
true 89 5 2 0.8163265306122449 1 0.73
true 430 5 2 0.8163265306122449 2 3.66
true 654 5 2 0.8163265306122449 3 7.26
true 1873 5 2 0.8163265306122449 4 24.79
true 96 5 2 0.8367346938775511 1 0.49
true 713 5 2 0.8367346938775511 2 5.46
true 1311 5 2 0.8367346938775511 3 13.71
true 1688 5 2 0.8367346938775511 4 21.63
true 73 5 2 0.8571428571428571 1 0.37
true 435 5 2 0.8571428571428571 2 3.5
true 755 5 2 0.8571428571428571 3 8.12
true 1100 5 2 0.8571428571428571 4 16.64
true 90 5 2 0.8775510204081632 1 0.47
true 327 5 2 0.8775510204081632 2 2.67
true 2243 5 2 0.8775510204081632 3 22.64
true 3069 5 2 0.8775510204081632 4 38.7
true 128 5 2 0.8979591836734694 1 0.63
true 339 5 2 0.8979591836734694 2 2.75
true 2126 5 2 0.8979591836734694 3 22.43
true 5668 5 2 0.8979591836734694 4 69.58
true 83 5 2 0.9183673469387755 1 0.41
true 319 5 2 0.9183673469387755 2 2.73
true 901 5 2 0.9183673469387755 3 9.39
true 1553 5 2 0.9183673469387755 4 20.29
true 94 5 2 0.9387755102040817 1 0.48
true 275 5 2 0.9387755102040817 2 2.31
true 2234 5 2 0.9387755102040817 3 23.22
true 2021 5 2 0.9387755102040817 4 25.68
true 87 5 2 0.9591836734693877 1 0.45
true 603 5 2 0.9591836734693877 2 5.04
true 1448 5 2 0.9591836734693877 3 14.89
true 3441 5 2 0.9591836734693877 4 45.46
true 84 5 2 0.9795918367346939 1 0.44
true 348 5 2 0.9795918367346939 2 2.78
true 1296 5 2 0.9795918367346939 3 13.47
true 5119 5 2 0.9795918367346939 4 64.07
true 106 5 2 1.0 1 0.51
true 311 5 2 1.0 2 2.54
true 1989 5 2 1.0 3 20.05
true 5730 5 2 1.0 4 72.55
true 96 5 3 0.0 1 0.46
true 312 5 3 0.0 2 2.38
true 591 5 3 0.0 3 6.67
true 1229 5 3 0.0 4 17.06
true 127 5 3 0.02040816326530612 1 0.58
true 355 5 3 0.02040816326530612 2 2.94
true 776 5 3 0.02040816326530612 3 8.88
true 637 5 3 0.02040816326530612 4 9.96
true 118 5 3 0.04081632653061224 1 0.59
true 400 5 3 0.04081632653061224 2 3.12
true 498 5 3 0.04081632653061224 3 5.86
true 662 5 3 0.04081632653061224 4 10.6
true 115 5 3 0.061224489795918366 1 0.57
true 228 5 3 0.061224489795918366 2 2.05
true 752 5 3 0.061224489795918366 3 8.18
true 1072 5 3 0.061224489795918366 4 15.45
true 102 5 3 0.08163265306122448 1 0.52
true 442 5 3 0.08163265306122448 2 3.61
true 503 5 3 0.08163265306122448 3 6.36
true 965 5 3 0.08163265306122448 4 13.85
true 108 5 3 0.10204081632653061 1 0.57
true 493 5 3 0.10204081632653061 2 3.93
true 671 5 3 0.10204081632653061 3 7.36
true 902 5 3 0.10204081632653061 4 12.87
true 120 5 3 0.12244897959183673 1 0.58
true 449 5 3 0.12244897959183673 2 3.59
true 617 5 3 0.12244897959183673 3 6.93
true 913 5 3 0.12244897959183673 4 13.45
true 103 5 3 0.14285714285714285 1 0.54
true 307 5 3 0.14285714285714285 2 2.72
true 477 5 3 0.14285714285714285 3 5.68
true 1256 5 3 0.14285714285714285 4 17.54
true 89 5 3 0.16326530612244897 1 0.49
true 743 5 3 0.16326530612244897 2 5.88
true 725 5 3 0.16326530612244897 3 7.83
true 940 5 3 0.16326530612244897 4 13.49
true 215 5 3 0.1836734693877551 1 1.06
true 442 5 3 0.1836734693877551 2 3.43
true 1187 5 3 0.1836734693877551 3 12.75
true 810 5 3 0.1836734693877551 4 12.43
true 101 5 3 0.20408163265306123 1 0.55
true 229 5 3 0.20408163265306123 2 2.13
true 616 5 3 0.20408163265306123 3 7.12
true 2551 5 3 0.20408163265306123 4 32.35
true 92 5 3 0.22448979591836735 1 0.46
true 324 5 3 0.22448979591836735 2 2.63
true 2008 5 3 0.22448979591836735 3 20.6
true 3637 5 3 0.22448979591836735 4 45.72
true 94 5 3 0.24489795918367346 1 0.5
true 260 5 3 0.24489795918367346 2 2.29
true 1888 5 3 0.24489795918367346 3 20.31
true 3556 5 3 0.24489795918367346 4 43.98
true 76 5 3 0.2653061224489796 1 0.41
true 465 5 3 0.2653061224489796 2 3.68
true 1373 5 3 0.2653061224489796 3 14.02
true 2378 5 3 0.2653061224489796 4 30.75
true 175 5 3 0.2857142857142857 1 1.13
true 243 5 3 0.2857142857142857 2 2.26
true 1956 5 3 0.2857142857142857 3 19.52
true 7660 5 3 0.2857142857142857 4 96.75
true 109 5 3 0.30612244897959184 1 0.54
true 293 5 3 0.30612244897959184 2 2.46
true 1664 5 3 0.30612244897959184 3 17.12
true 2599 5 3 0.30612244897959184 4 33.35
true 85 5 3 0.32653061224489793 1 0.79
true 470 5 3 0.32653061224489793 2 3.76
true 987 5 3 0.32653061224489793 3 10.34
true 2755 5 3 0.32653061224489793 4 34.63
true 109 5 3 0.3469387755102041 1 0.57
true 1054 5 3 0.3469387755102041 2 8.41
true 3013 5 3 0.3469387755102041 3 30.28
true 3100 5 3 0.3469387755102041 4 41.53
true 101 5 3 0.3673469387755102 1 0.53
true 226 5 3 0.3673469387755102 2 2.12
true 2024 5 3 0.3673469387755102 3 20.79
true 1832 5 3 0.3673469387755102 4 24.88
true 119 5 3 0.3877551020408163 1 0.56
true 628 5 3 0.3877551020408163 2 5.0
true 864 5 3 0.3877551020408163 3 9.45
true 653 5 3 0.3877551020408163 4 10.39
true 99 5 3 0.40816326530612246 1 0.48
true 416 5 3 0.40816326530612246 2 3.27
true 1973 5 3 0.40816326530612246 3 19.61
true 2818 5 3 0.40816326530612246 4 35.18
true 97 5 3 0.42857142857142855 1 0.53
true 318 5 3 0.42857142857142855 2 2.69
true 503 5 3 0.42857142857142855 3 6.08
true 4995 5 3 0.42857142857142855 4 63.05
true 85 5 3 0.4489795918367347 1 0.44
true 357 5 3 0.4489795918367347 2 2.93
true 1423 5 3 0.4489795918367347 3 14.32
true 6358 5 3 0.4489795918367347 4 83.62
true 127 5 3 0.46938775510204084 1 0.91
true 904 5 3 0.46938775510204084 2 6.99
true 2859 5 3 0.46938775510204084 3 28.98
true 1568 5 3 0.46938775510204084 4 20.51
true 112 5 3 0.4897959183673469 1 0.55
true 543 5 3 0.4897959183673469 2 4.29
true 1611 5 3 0.4897959183673469 3 16.35
true 2615 5 3 0.4897959183673469 4 34.88
true 103 5 3 0.5102040816326531 1 0.52
true 293 5 3 0.5102040816326531 2 2.46
true 1269 5 3 0.5102040816326531 3 13.45
true 4886 5 3 0.5102040816326531 4 62.93
true 95 5 3 0.5306122448979592 1 0.49
true 916 5 3 0.5306122448979592 2 7.43
true 1333 5 3 0.5306122448979592 3 13.55
true 1166 5 3 0.5306122448979592 4 16.72
true 109 5 3 0.5510204081632653 1 0.56
true 751 5 3 0.5510204081632653 2 5.8
true 3836 5 3 0.5510204081632653 3 38.63
true 5056 5 3 0.5510204081632653 4 64.29
true 80 5 3 0.5714285714285714 1 0.77
true 297 5 3 0.5714285714285714 2 2.53
true 1353 5 3 0.5714285714285714 3 13.69
true 3096 5 3 0.5714285714285714 4 40.77
true 104 5 3 0.5918367346938775 1 0.74
true 645 5 3 0.5918367346938775 2 5.01
true 3546 5 3 0.5918367346938775 3 34.74
true 3528 5 3 0.5918367346938775 4 43.55
true 151 5 3 0.6122448979591837 1 1.16
true 541 5 3 0.6122448979591837 2 4.16
true 2234 5 3 0.6122448979591837 3 22.97
true 3250 5 3 0.6122448979591837 4 41.02
true 102 5 3 0.6326530612244898 1 0.52
true 358 5 3 0.6326530612244898 2 3.25
true 950 5 3 0.6326530612244898 3 10.16
true 4047 5 3 0.6326530612244898 4 51.59
true 139 5 3 0.6530612244897959 1 0.66
true 637 5 3 0.6530612244897959 2 4.89
true 2047 5 3 0.6530612244897959 3 20.19
true 2131 5 3 0.6530612244897959 4 26.83
true 150 5 3 0.673469387755102 1 0.74
true 593 5 3 0.673469387755102 2 4.54
true 2097 5 3 0.673469387755102 3 21.2
true 2157 5 3 0.673469387755102 4 28.07
true 122 5 3 0.6938775510204082 1 0.59
true 781 5 3 0.6938775510204082 2 6.09
true 1340 5 3 0.6938775510204082 3 13.96
true 2768 5 3 0.6938775510204082 4 34.38
true 108 5 3 0.7142857142857143 1 0.53
true 434 5 3 0.7142857142857143 2 3.49
true 1416 5 3 0.7142857142857143 3 15.08
true 4405 5 3 0.7142857142857143 4 54.27
true 175 5 3 0.7346938775510204 1 0.83
true 366 5 3 0.7346938775510204 2 2.9
true 2974 5 3 0.7346938775510204 3 29.53
true 6188 5 3 0.7346938775510204 4 76.52
true 137 5 3 0.7551020408163265 1 0.66
true 558 5 3 0.7551020408163265 2 4.22
true 1138 5 3 0.7551020408163265 3 11.47
true 6862 5 3 0.7551020408163265 4 85.39
true 110 5 3 0.7755102040816326 1 0.55
true 333 5 3 0.7755102040816326 2 2.75
true 1892 5 3 0.7755102040816326 3 19.45
true 5248 5 3 0.7755102040816326 4 66.22
true 100 5 3 0.7959183673469388 1 0.51
true 469 5 3 0.7959183673469388 2 3.64
true 2546 5 3 0.7959183673469388 3 25.55
true 4541 5 3 0.7959183673469388 4 57.77
true 129 5 3 0.8163265306122449 1 0.62
true 353 5 3 0.8163265306122449 2 2.86
true 1390 5 3 0.8163265306122449 3 14.31
true 1646 5 3 0.8163265306122449 4 21.68
true 148 5 3 0.8367346938775511 1 0.73
true 899 5 3 0.8367346938775511 2 7.01
true 795 5 3 0.8367346938775511 3 8.87
true 3806 5 3 0.8367346938775511 4 47.43
true 92 5 3 0.8571428571428571 1 0.49
true 540 5 3 0.8571428571428571 2 4.16
true 1407 5 3 0.8571428571428571 3 14.44
true 2437 5 3 0.8571428571428571 4 31.91
true 164 5 3 0.8775510204081632 1 0.81
true 1046 5 3 0.8775510204081632 2 8.13
true 1593 5 3 0.8775510204081632 3 16.66
true 1378 5 3 0.8775510204081632 4 19.01
true 86 5 3 0.8979591836734694 1 0.43
true 545 5 3 0.8979591836734694 2 4.24
true 1567 5 3 0.8979591836734694 3 16.37
true 4070 5 3 0.8979591836734694 4 49.17
true 118 5 3 0.9183673469387755 1 0.84
true 1024 5 3 0.9183673469387755 2 7.57
true 2239 5 3 0.9183673469387755 3 22.95
true 5760 5 3 0.9183673469387755 4 72.44
true 107 5 3 0.9387755102040817 1 0.52
true 435 5 3 0.9387755102040817 2 3.32
true 2075 5 3 0.9387755102040817 3 19.96
true 1606 5 3 0.9387755102040817 4 21.52
true 124 5 3 0.9591836734693877 1 0.62
true 672 5 3 0.9591836734693877 2 5.08
true 1548 5 3 0.9591836734693877 3 15.7
true 2831 5 3 0.9591836734693877 4 35.94
true 141 5 3 0.9795918367346939 1 0.67
true 644 5 3 0.9795918367346939 2 4.88
true 1399 5 3 0.9795918367346939 3 14.01
true 4759 5 3 0.9795918367346939 4 58.97
true 113 5 3 1.0 1 0.56
true 477 5 3 1.0 2 3.64
true 4553 5 3 1.0 3 45.22
true 1617 5 3 1.0 4 21.16
