g_converged min_loss iter nsites nqubits0 h nlayers SvN m time
true 3.7246833783921574e-8 764 21 1 0.0 1 0.0 1.0 9.7164149
true 1.1216138568970191e-5 2110 21 1 0.0 2 0.0 1.0 55.2823418
true 0.0909110526709124 1108 21 11 0.0 1 0.0 1.0 14.6840349
true 4.1540397694691835e-6 22028 21 11 0.0 2 0.0 1.0 500.5409837
true 0.14286153482978908 3879 21 21 0.0 1 0.0 1.0 47.2981408
true 0.00020723732280577715 17058 21 21 0.0 2 0.0 1.0 375.3936143
true 6.350425990619968e-8 708 21 1 0.04 1 1.9450195304100457e-7 0.999904761904762 9.9086142
true 3.471444586305994e-5 1639 21 1 0.04 2 1.9450195304100457e-7 0.999904761904762 51.0322748
true 0.18181839168311417 2232 21 11 0.04 1 1.9450195304100457e-7 0.999904761904762 28.8950365
true 1.3964472081845985e-5 33563 21 11 0.04 2 1.9450195304100457e-7 0.999904761904762 764.9800388
true 0.23810039990724022 5772 21 21 0.04 1 1.9450195304100457e-7 0.999904761904762 75.077792
true 8.826801001170292e-5 34774 21 21 0.04 2 1.9450195304100457e-7 0.999904761904762 782.2416359
true 3.655910197908341e-7 1195 21 1 0.08 1 2.67980895337621e-6 0.9988095238095237 14.3613797
true 8.580719007000859e-6 2271 21 1 0.08 2 2.67980895337621e-6 0.9988095238095237 70.9163733
true 0.09091105718457339 2567 21 11 0.08 1 2.67980895337621e-6 0.9988095238095237 32.0710579
true 0.00019407209244637347 27234 21 11 0.08 2 2.67980895337621e-6 0.9988095238095237 649.7270873
true 0.23809835338212476 4941 21 21 0.08 1 2.67980895337621e-6 0.9988095238095237 60.1642227
true 0.07132907693733635 14626 21 21 0.08 2 2.67980895337621e-6 0.9988095238095237 345.5078962
true 1.117693739838277e-6 549 21 1 0.12 1 1.233693648568858e-5 0.9975238095238094 8.2679931
true 2.6774361788994838e-5 2982 21 1 0.12 2 1.233693648568858e-5 0.9975238095238094 79.9642968
true 0.18182448326254946 2095 21 11 0.12 1 1.233693648568858e-5 0.9975238095238094 26.1288416
true 0.22740245370975318 7845 21 11 0.12 2 1.233693648568858e-5 0.9975238095238094 200.0632923
true 0.14289631198525846 4304 21 21 0.12 1 1.233693648568858e-5 0.9975238095238094 55.0700732
true 0.00015085748294161686 55033 21 21 0.12 2 1.233693648568858e-5 0.9975238095238094 1369.8380542
true 3.4338881063078475e-6 562 21 1 0.16 1 3.63843542392379e-5 0.996047619047619 10.2081971
true 2.122102069951337e-5 3208 21 1 0.16 2 3.63843542392379e-5 0.996047619047619 91.9539996
true 0.2727298747282986 1463 21 11 0.16 1 3.63843542392379e-5 0.996047619047619 22.8476383
true 1.3657563959011057e-5 17999 21 11 0.16 2 3.63843542392379e-5 0.996047619047619 476.8680187
true 0.2381337838560976 4937 21 21 0.16 1 3.63843542392379e-5 0.996047619047619 73.486556
true 0.023267557016682785 42006 21 21 0.16 2 3.63843542392379e-5 0.996047619047619 1136.3532485
true 9.231669195475245e-6 624 21 1 0.2 1 8.424689157360895e-5 0.9934761904761903 11.1599046
true 2.325438234024313e-5 2218 21 1 0.2 2 8.424689157360895e-5 0.9934761904761903 69.859647
true 0.2727315629600243 1073 21 11 0.2 1 8.424689157360895e-5 0.9934761904761903 18.2551322
true 0.0909395247400329 10632 21 11 0.2 2 8.424689157360895e-5 0.9934761904761903 290.7648813
true 0.142868832934112 9520 21 21 0.2 1 8.424689157360895e-5 0.9934761904761903 147.4696177
true 0.04745588294779795 74493 21 21 0.2 2 8.424689157360895e-5 0.9934761904761903 1909.044856
true 2.161425818392182e-5 657 21 1 0.24 1 0.00016764916805987954 0.9908095238095239 11.6216606
true 6.319087785200406e-5 4154 21 1 0.24 2 0.00016764916805987954 0.9908095238095239 114.9567238
true 0.09092987226684643 1454 21 11 0.24 1 0.00016764916805987954 0.9908095238095239 23.1069751
true 5.0797262087812466e-5 10895 21 11 0.24 2 0.00016764916805987954 0.9908095238095239 304.4454441
true 0.14289155080948576 6212 21 21 0.24 1 0.00016764916805987954 0.9908095238095239 94.4249988
true 0.02429042649606606 118695 21 21 0.24 2 0.00016764916805987954 0.9908095238095239 3251.0194568
true 4.566086596163865e-5 1279 21 1 0.28 1 0.00030088286526895624 0.9869523809523809 20.9824978
true 0.00020763532285761332 1543 21 1 0.28 2 0.00030088286526895624 0.9869523809523809 56.3405873
true 0.2727582598647836 3713 21 11 0.28 1 0.00030088286526895624 0.9869523809523809 58.3622064
true 6.959315225312335e-5 18336 21 11 0.28 2 0.00030088286526895624 0.9869523809523809 514.1778047
true 0.2857752615351377 3546 21 21 0.28 1 0.00030088286526895624 0.9869523809523809 56.1856814
true 0.047786128976737056 38303 21 21 0.28 2 0.00030088286526895624 0.9869523809523809 1000.6951392
true 9.145683103939373e-5 825 21 1 0.32 1 0.0005012504077123385 0.9828095238095238 14.3784188
true 0.00018062783688865824 3987 21 1 0.32 2 0.0005012504077123385 0.9828095238095238 121.0713198
true 0.09098561409578859 1250 21 11 0.32 1 0.0005012504077123385 0.9828095238095238 21.8896329
true 0.00015224272858600405 3583 21 11 0.32 2 0.0005012504077123385 0.9828095238095238 105.9222382
true 0.19059068975661558 3332 21 21 0.32 1 0.0005012504077123385 0.9828095238095238 52.7981443
