g_converged min_loss iter nsites nqubits0 h nlayers SvN m time
true 9.79285979529898e-8 508 21 1 0.0 1 0.0 1.0 7.44848
true 1.7959440096193546e-7 1466 21 1 0.0 2 0.0 1.0 45.6522381
true 0.18181965606914455 1731 21 11 0.0 1 0.0 1.0 20.8385021
true 0.04545981193877504 7581 21 11 0.0 2 0.0 1.0 181.7484745
true 0.2381080472947444 5009 21 21 0.0 1 0.0 1.0 61.1011773
true 6.501475640945704e-5 48937 21 21 0.0 2 0.0 1.0 1096.2151129
true 9.150004243174692e-8 1201 21 1 0.04 1 1.9450195304100457e-7 0.999904761904762 14.6551797
true 8.947325412123064e-6 2606 21 1 0.04 2 1.9450195304100457e-7 0.999904761904762 67.4686105
true 0.18181873397232576 931 21 11 0.04 1 1.9450195304100457e-7 0.999904761904762 12.6346441
true 0.045239999140300906 5135 21 11 0.04 2 1.9450195304100457e-7 0.999904761904762 120.8109799
true 0.09523989998709291 6757 21 21 0.04 1 1.9450195304100457e-7 0.999904761904762 82.4153046
true 0.00023523603864599227 50929 21 21 0.04 2 1.9450195304100457e-7 0.999904761904762 1090.9746085
true 6.635017315570479e-7 791 21 1 0.08 1 2.67980895337621e-6 0.9988095238095237 11.1191501
true 4.809730474453211e-6 2105 21 1 0.08 2 2.67980895337621e-6 0.9988095238095237 59.177008
true 0.09090933689868042 6433 21 11 0.08 1 2.67980895337621e-6 0.9988095238095237 80.0577002
true 7.144862475226933e-6 8945 21 11 0.08 2 2.67980895337621e-6 0.9988095238095237 225.0989609
true 0.19048071868848981 5430 21 21 0.08 1 2.67980895337621e-6 0.9988095238095237 64.1326299
true 0.04966094500602036 135757 21 21 0.08 2 2.67980895337621e-6 0.9988095238095237 3200.3054563
true 1.0141364017446364e-6 569 21 1 0.12 1 1.233693648568858e-5 0.9975238095238094 8.3231008
true 1.23876915791854e-5 3834 21 1 0.12 2 1.233693648568858e-5 0.9975238095238094 101.0590266
true 0.09091007792587243 1733 21 11 0.12 1 1.233693648568858e-5 0.9975238095238094 21.6010285
true 0.09092643285985438 3617 21 11 0.12 2 1.233693648568858e-5 0.9975238095238094 93.8207701
true 0.14287654465536007 3175 21 21 0.12 1 1.233693648568858e-5 0.9975238095238094 41.1451678
true 2.317496399762922e-5 33627 21 21 0.12 2 1.233693648568858e-5 0.9975238095238094 820.703344
true 3.3942264521247267e-6 599 21 1 0.16 1 3.63843542392379e-5 0.996047619047619 10.3386886
true 1.6635139354514994e-5 1864 21 1 0.16 2 3.63843542392379e-5 0.996047619047619 67.7894253
true 0.09093675958625905 1410 21 11 0.16 1 3.63843542392379e-5 0.996047619047619 21.6473503
true 1.8547953151300383e-5 2185 21 11 0.16 2 3.63843542392379e-5 0.996047619047619 64.6426975
true 0.2381071606806449 3953 21 21 0.16 1 3.63843542392379e-5 0.996047619047619 61.5936842
true 0.047475118362384355 41556 21 21 0.16 2 3.63843542392379e-5 0.996047619047619 1047.2191966
true 9.351277920621737e-6 585 21 1 0.2 1 8.424689157360895e-5 0.9934761904761903 10.6017686
true 2.3281742569158936e-5 2971 21 1 0.2 2 8.424689157360895e-5 0.9934761904761903 87.9827449
true 0.090917046174008 3958 21 11 0.2 1 8.424689157360895e-5 0.9934761904761903 60.3256826
true 0.04548588473200183 8787 21 11 0.2 2 8.424689157360895e-5 0.9934761904761903 224.8653566
true 0.2381014790884366 2355 21 21 0.2 1 8.424689157360895e-5 0.9934761904761903 36.7989711
true 0.02387391309328361 35225 21 21 0.2 2 8.424689157360895e-5 0.9934761904761903 877.75214
true 2.1679635303306632e-5 912 21 1 0.24 1 0.00016764916805987954 0.9908095238095239 17.5889215
true 5.667659335517605e-5 1322 21 1 0.24 2 0.00016764916805987954 0.9908095238095239 44.8033062
true 0.18183437396303334 1501 21 11 0.24 1 0.00016764916805987954 0.9908095238095239 23.9714466
true 6.197381355866287e-5 29379 21 11 0.24 2 0.00016764916805987954 0.9908095238095239 778.0177725
true 0.09527519991208692 5789 21 21 0.24 1 0.00016764916805987954 0.9908095238095239 90.7314911
true 5.367861508874329e-5 26101 21 21 0.24 2 0.00016764916805987954 0.9908095238095239 703.2664068
true 4.5773228012802036e-5 1334 21 1 0.28 1 0.00030088286526895624 0.9869523809523809 21.5455705
true 6.000895293134523e-5 1801 21 1 0.28 2 0.00030088286526895624 0.9869523809523809 75.9270546
true 0.09099205100881798 1333 21 11 0.28 1 0.00030088286526895624 0.9869523809523809 21.5341134
true 0.046136862039165824 8189 21 11 0.28 2 0.00030088286526895624 0.9869523809523809 235.1724416
true 0.19054472578688067 2952 21 21 0.28 1 0.00030088286526895624 0.9869523809523809 46.8923345
true 0.00015835187504294125 33693 21 21 0.28 2 0.00030088286526895624 0.9869523809523809 897.9475631
true 8.889668467682021e-5 629 21 1 0.32 1 0.0005012504077123385 0.9828095238095238 11.4669319
