g_converged min_loss iter nsites nqubits0 h nlayers SvN m time
true 0.0008846721804026125 457 15 1 0.5 1 0.002935673896547059 0.9484666666666667 14.3179515
true 0.0006461378763883974 1096 15 1 0.5 2 0.002935673896547059 0.9484666666666667 38.8360202
true 0.001028219070227654 2088 15 1 0.5 3 0.002935673896547059 0.9484666666666667 103.7419775
true 0.0009039281051247405 8649 15 1 0.5 4 0.002935673896547059 0.9484666666666667 540.9686562
true 0.12566115287434235 1047 15 8 0.5 1 0.002935673896547059 0.9484666666666667 17.8729297
true 0.0007040827847601197 2058 15 8 0.5 2 0.002935673896547059 0.9484666666666667 59.2735778
true 0.001162323534395264 5518 15 8 0.5 3 0.002935673896547059 0.9484666666666667 231.2749681
true 0.0008715718649519796 9705 15 8 0.5 4 0.002935673896547059 0.9484666666666667 579.8637109
true 0.26761813497129355 945 15 15 0.5 1 0.002935673896547059 0.9484666666666667 15.8286182
true 0.03327134072894342 19625 15 15 0.5 2 0.002935673896547059 0.9484666666666667 540.983365
true 0.0013644420485665943 18576 15 15 0.5 3 0.002935673896547059 0.9484666666666667 753.7817091
true 0.0012775110171375928 30229 15 15 0.5 4 0.002935673896547059 0.9484666666666667 1789.4046131
true 0.001098196377442906 450 15 1 0.52 1 0.003476922444105867 0.9431333333333334 8.7133305
true 0.0009155691978333103 1710 15 1 0.52 2 0.003476922444105867 0.9431333333333334 50.6839525
true 0.0015119304329456185 1470 15 1 0.52 3 0.003476922444105867 0.9431333333333334 79.2989068
true 0.0009496098050710833 9955 15 1 0.52 4 0.003476922444105867 0.9431333333333334 576.6258796
true 0.12584557506669863 1071 15 8 0.52 1 0.003476922444105867 0.9431333333333334 15.8415277
true 0.0011801306838712597 10179 15 8 0.52 2 0.003476922444105867 0.9431333333333334 255.0083034
true 0.00148996056337998 15794 15 8 0.52 3 0.003476922444105867 0.9431333333333334 592.2397984
true 0.0023039575730286824 19958 15 8 0.52 4 0.003476922444105867 0.9431333333333334 1144.6198759
true 0.13472343009335117 2021 15 15 0.52 1 0.003476922444105867 0.9431333333333334 30.3246999
true 0.0013421539786533042 9467 15 15 0.52 2 0.003476922444105867 0.9431333333333334 231.4196191
true 0.06768736583852668 18207 15 15 0.52 3 0.003476922444105867 0.9431333333333334 689.9525887
true 0.06833605786697237 21448 15 15 0.52 4 0.003476922444105867 0.9431333333333334 1106.5413308
true 0.0013562504280028032 401 15 1 0.54 1 0.004121167293922646 0.9380000000000001 6.6199616
true 0.0009348745235422951 2878 15 1 0.54 2 0.004121167293922646 0.9380000000000001 72.4539906
true 0.0007966614234178326 6970 15 1 0.54 3 0.004121167293922646 0.9380000000000001 270.3972445
true 0.001078647061657667 12251 15 1 0.54 4 0.004121167293922646 0.9380000000000001 661.9897
true 0.12601692855789232 543 15 8 0.54 1 0.004121167293922646 0.9380000000000001 8.7324214
true 0.0011137765765232496 8281 15 8 0.54 2 0.004121167293922646 0.9380000000000001 205.159778
true 0.001453966635318861 5237 15 8 0.54 3 0.004121167293922646 0.9380000000000001 212.0533894
true 0.0012600295566147363 5811 15 8 0.54 4 0.004121167293922646 0.9380000000000001 325.0901501
true 0.20086818198072656 557 15 15 0.54 1 0.004121167293922646 0.9380000000000001 9.414913
true 0.001633730510543955 11443 15 15 0.54 2 0.004121167293922646 0.9380000000000001 282.8539234
true 0.002079302182162568 11167 15 15 0.54 3 0.004121167293922646 0.9380000000000001 429.8245435
true 0.002333071820330642 76407 15 15 0.54 4 0.004121167293922646 0.9380000000000001 3933.8885379
true 0.0016677806943578566 853 15 1 0.56 1 0.0049415980858148155 0.9318666666666666 12.3701434
true 0.0021472698224555 884 15 1 0.56 2 0.0049415980858148155 0.9318666666666666 34.4477593
true 0.0011569023748082552 12243 15 1 0.56 3 0.0049415980858148155 0.9318666666666666 498.6639049
true 0.0022354448989617692 5108 15 1 0.56 4 0.0049415980858148155 0.9318666666666666 312.6939695
true 0.0016714134801089006 443 15 8 0.56 1 0.0049415980858148155 0.9318666666666666 7.3927175
true 0.0012382429656841235 6402 15 8 0.56 2 0.0049415980858148155 0.9318666666666666 162.0445212
true 0.0643283725319394 7227 15 8 0.56 3 0.0049415980858148155 0.9318666666666666 306.7301149
true 0.0020904551435577054 13634 15 8 0.56 4 0.0049415980858148155 0.9318666666666666 734.0915849
true 0.1354392402701257 1766 15 15 0.56 1 0.0049415980858148155 0.9318666666666666 24.8931147
true 0.0020607714437244668 10115 15 15 0.56 2 0.0049415980858148155 0.9318666666666666 243.1211573
true 0.0026582616689354984 44617 15 15 0.56 3 0.0049415980858148155 0.9318666666666666 1751.8061722
true 0.03454948254287043 43209 15 15 0.56 4 0.0049415980858148155 0.9318666666666666 2205.8630697
true 0.0020501646594975886 500 15 1 0.58 1 0.006066842683165459 0.9255999999999999 7.8551017
true 0.0029086351107497355 2715 15 1 0.58 2 0.006066842683165459 0.9255999999999999 69.7800151
true 0.002282980857716499 2569 15 1 0.58 3 0.006066842683165459 0.9255999999999999 118.0506533
true 0.001334139828177039 12130 15 1 0.58 4 0.006066842683165459 0.9255999999999999 730.9013414
true 0.1267011940359903 1311 15 8 0.58 1 0.006066842683165459 0.9255999999999999 19.40979
true 0.0017326630852879318 1796 15 8 0.58 2 0.006066842683165459 0.9255999999999999 49.6203439
