g_converged min_loss iter nsites nqubits0 h nlayers SvN m time
true 0.03400097283187903 106 6 1 1.51 1 0.14860607298695988 0.0 0.5859556
true 0.0010539818209748253 1254 6 1 1.51 2 0.14860607298695988 0.0 10.6711373
true 0.0009572339708456279 1213 6 1 1.51 3 0.14860607298695988 0.0 14.1896958
true 7.370340071810588e-5 2114 6 1 1.51 4 0.14860607298695988 0.0 31.9653221
true 0.033643677023670326 127 6 2 1.51 1 0.14860607298695988 0.0 0.704413
true 0.03152126270596528 444 6 2 1.51 2 0.14860607298695988 0.0 4.1663676
true 0.0005861561748271016 2314 6 2 1.51 3 0.14860607298695988 0.0 27.4857801
true 0.0006988818520374529 1780 6 2 1.51 4 0.14860607298695988 0.0 27.3232211
true 0.033524145808404605 143 6 3 1.51 1 0.14860607298695988 0.0 0.8064566
true 0.0009804595847241655 1216 6 3 1.51 2 0.14860607298695988 0.0 10.6033499
true 0.00016494604790640022 1629 6 3 1.51 3 0.14860607298695988 0.0 19.3985887
true 0.001379134590319242 5387 6 3 1.51 4 0.14860607298695988 0.0 77.8570593
true 0.03243069164498234 124 6 4 1.51 1 0.14860607298695988 0.0 0.7212237
true 0.0007942040681604978 1738 6 4 1.51 2 0.14860607298695988 0.0 14.7402229
true 0.0005139507037323354 5329 6 4 1.51 3 0.14860607298695988 0.0 62.0810639
true 0.0006486269788435195 6782 6 4 1.51 4 0.14860607298695988 0.0 96.1942366
true 0.031774559473950324 182 6 5 1.51 1 0.14860607298695988 0.0 1.0452461
true 0.0007970000113457498 1586 6 5 1.51 2 0.14860607298695988 0.0 13.3367291
true 0.00048544324368000603 2815 6 5 1.51 3 0.14860607298695988 0.0 32.7768291
true 0.001224023063530999 7038 6 5 1.51 4 0.14860607298695988 0.0 105.8847191
true 0.1820500585054368 260 6 6 1.51 1 0.14860607298695988 0.0 1.5046231
true 0.0006989362182146056 1427 6 6 1.51 2 0.14860607298695988 0.0 12.1652459
true 0.0006288308401729189 4815 6 6 1.51 3 0.14860607298695988 0.0 54.9172134
true 0.0005961692894530987 2555 6 6 1.51 4 0.14860607298695988 0.0 39.9672477
true 0.03345531835387683 101 6 1 1.52 1 0.14676781227962965 0.0 0.6343418
true 0.0010258494517862982 1116 6 1 1.52 2 0.14676781227962965 0.0 9.8462596
true 0.0001178442391839285 2259 6 1 1.52 3 0.14676781227962965 0.0 25.9256965
true 0.0008948825825896289 5327 6 1 1.52 4 0.14676781227962965 0.0 78.7630034
true 0.03311134770385879 171 6 2 1.52 1 0.14676781227962965 0.0 0.9007622
true 0.0009381544631079652 495 6 2 1.52 2 0.14676781227962965 0.0 4.4876434
true 0.001262929603760593 2821 6 2 1.52 3 0.14676781227962965 0.0 32.3174467
true 0.00014359673114666682 3022 6 2 1.52 4 0.14676781227962965 0.0 43.4342415
true 0.0329965772841147 110 6 3 1.52 1 0.14676781227962965 0.0 0.6369419
true 0.0009521778676601275 735 6 3 1.52 2 0.14676781227962965 0.0 6.7182003
true 0.0014172238262075327 4933 6 3 1.52 3 0.14676781227962965 0.0 56.1856401
true 0.0002566322139485229 4248 6 3 1.52 4 0.14676781227962965 0.0 62.0567652
true 0.03193284948298346 146 6 4 1.52 1 0.14676781227962965 0.0 0.8245595
true 0.0007703044142949866 1826 6 4 1.52 2 0.14676781227962965 0.0 15.7424938
true 0.00018063869939720367 6042 6 4 1.52 3 0.14676781227962965 0.0 71.1586659
true 0.0007295339938444001 6228 6 4 1.52 4 0.14676781227962965 0.0 88.5963234
true 0.0312947596143795 136 6 5 1.52 1 0.14676781227962965 0.0 0.7808872
true 0.0007709011920166153 1212 6 5 1.52 2 0.14676781227962965 0.0 10.4857847
true 0.00011099170004618131 1979 6 5 1.52 3 0.14676781227962965 0.0 23.6068788
true 0.0011703616423941576 1784 6 5 1.52 4 0.14676781227962965 0.0 28.907938
true 0.18182492544499293 200 6 6 1.52 1 0.14676781227962965 0.0 1.1606661
true 0.0006861759855954589 1560 6 6 1.52 2 0.14676781227962965 0.0 13.4372895
true 0.02109361552480286 2415 6 6 1.52 3 0.14676781227962965 0.0 28.6450914
true 0.0003814436595649025 13336 6 6 1.52 4 0.14676781227962965 0.0 193.4845233
true 0.032923583437727055 99 6 1 1.53 1 0.14496629210198328 0.0 0.5670766
true 0.0009939459787383087 679 6 1 1.53 2 0.14496629210198328 0.0 5.6961501
true 0.001524274943363657 2499 6 1 1.53 3 0.14496629210198328 0.0 29.6055346
true 0.0005404112143930773 1824 6 1 1.53 4 0.14496629210198328 0.0 27.8058724
true 0.03259144974026171 121 6 2 1.53 1 0.14496629210198328 0.0 0.7022074
true 0.0009121208869470876 941 6 2 1.53 2 0.14496629210198328 0.0 7.768513
true 0.032048241217353474 2614 6 2 1.53 3 0.14496629210198328 0.0 31.4900691
true 8.470524724252249e-5 1519 6 2 1.53 4 0.14496629210198328 0.0 24.095052
true 0.032480149112377364 126 6 3 1.53 1 0.14496629210198328 0.0 0.7960648
true 0.000925035964814506 656 6 3 1.53 2 0.14496629210198328 0.0 5.6338548
true 0.0005341751247207224 2671 6 3 1.53 3 0.14496629210198328 0.0 31.1736887
true 7.578920401146716e-5 6100 6 3 1.53 4 0.14496629210198328 0.0 87.3431409
true 0.03144579454869981 126 6 4 1.53 1 0.14496629210198328 0.0 0.742938
true 0.25027374316391915 1244 6 4 1.53 2 0.14496629210198328 0.0 10.520887
true 0.00015259988548699255 1894 6 4 1.53 3 0.14496629210198328 0.0 22.7102746
true 0.0012083269832911803 2577 6 4 1.53 4 0.14496629210198328 0.0 38.6486182
true 0.030825736934383195 166 6 5 1.53 1 0.14496629210198328 0.0 0.9312863
true 0.20045358349813763 986 6 5 1.53 2 0.14496629210198328 0.0 8.654018
true 0.0001279671501855706 5048 6 5 1.53 3 0.14496629210198328 0.0 59.0234636
true 0.0023310065670165804 7474 6 5 1.53 4 0.14496629210198328 0.0 105.7098404
true 0.18290692773765801 167 6 6 1.53 1 0.14496629210198328 0.0 0.9949165
true 0.0006602582382308672 1708 6 6 1.53 2 0.14496629210198328 0.0 14.5674341
true 0.00019779283510193424 3100 6 6 1.53 3 0.14496629210198328 0.0 36.0513307
true 0.0007926952943503504 8989 6 6 1.53 4 0.14496629210198328 0.0 128.7762135
true 0.03240573939244962 93 6 1 1.54 1 0.14320052060549301 0.0 0.5793664
true 0.0009656060584644632 1064 6 1 1.54 2 0.14320052060549301 0.0 9.2754036
true 0.00035698463140476644 1315 6 1 1.54 3 0.14320052060549301 0.0 15.0773284
true 0.0006724180216949316 3334 6 1 1.54 4 0.14320052060549301 0.0 50.8853917
true 0.0320842758553499 144 6 2 1.54 1 0.14320052060549301 0.0 0.7722421
true 0.0008860526311166572 972 6 2 1.54 2 0.14320052060549301 0.0 8.7081971
true 0.0008355214758526686 4371 6 2 1.54 3 0.14320052060549301 0.0 50.3229979
true 0.0005379308292528251 2345 6 2 1.54 4 0.14320052060549301 0.0 34.9764117
true 0.031977021851512334 194 6 3 1.54 1 0.14320052060549301 0.0 1.0722445
true 0.0008991265178496614 817 6 3 1.54 2 0.14320052060549301 0.0 7.2088045
true 0.00012847707812300527 2435 6 3 1.54 3 0.14320052060549301 0.0 28.7736492
true 0.0007699441413141864 1058 6 3 1.54 4 0.14320052060549301 0.0 18.6824838
true 0.030971206047891997 182 6 4 1.54 1 0.14320052060549301 0.0 1.0539852
true 0.0007986155911850201 378 6 4 1.54 2 0.14320052060549301 0.0 3.7105533
true 0.0007676513172496235 3107 6 4 1.54 3 0.14320052060549301 0.0 36.979192
true 0.0003438493619306038 6006 6 4 1.54 4 0.14320052060549301 0.0 88.0827677
true 0.030367229388488425 158 6 5 1.54 1 0.14320052060549301 0.0 0.9571164
true 0.0007249734506675987 1150 6 5 1.54 2 0.14320052060549301 0.0 10.1580132
true 0.00047500714805743806 1793 6 5 1.54 3 0.14320052060549301 0.0 21.3014352
true 0.001450661994631397 9365 6 5 1.54 4 0.14320052060549301 0.0 138.2951863
true 0.025305897751909612 159 6 6 1.54 1 0.14320052060549301 0.0 0.94048
true 0.00465190200791149 845 6 6 1.54 2 0.14320052060549301 0.0 7.6621894
true 0.1667658501517788 3389 6 6 1.54 3 0.14320052060549301 0.0 39.4659495
true 0.0008673423418020151 5006 6 6 1.54 4 0.14320052060549301 0.0 71.9387013
true 0.03189795454927741 147 6 1 1.55 1 0.14146953786835154 0.0 0.7506482
true 0.0009390763952160652 462 6 1 1.55 2 0.14146953786835154 0.0 4.3138619
true 0.00010903510430915198 4052 6 1 1.55 3 0.14146953786835154 0.0 46.463127
true 0.00012291263566444055 4115 6 1 1.55 4 0.14146953786835154 0.0 58.3722031
true 0.03158898326624868 137 6 2 1.55 1 0.14146953786835154 0.0 0.7605862
true 0.0008619806222756321 776 6 2 1.55 2 0.14146953786835154 0.0 6.5848024
true 5.1854721996175135e-5 4101 6 2 1.55 3 0.14146953786835154 0.0 46.9452118
true 5.043261627526996e-5 2606 6 2 1.55 4 0.14146953786835154 0.0 39.7018486
