g_converged min_loss iter nsites nqubits0 h nlayers SvN m time
true 0.1555994845515914 689 21 1 1.0 1 0.44796332018876817 0.0 27.7639117
true 0.1692179097814699 4191 21 1 1.0 2 0.44796332018876817 0.0 227.7452035
true 0.21371700584019215 979 21 11 1.0 1 0.44796332018876817 0.0 26.5818265
true 0.17036890660322782 18443 21 11 1.0 2 0.44796332018876817 0.0 963.5061917
true 0.26168947357858546 4533 21 21 1.0 1 0.44796332018876817 0.0 115.9421319
true 0.1413540417613907 78058 21 21 1.0 2 0.44796332018876817 0.0 3844.0271021
true 0.12581300686265184 2216 21 1 1.04 1 0.38916216352591126 0.0 52.9295015
true 0.15346581359702205 12573 21 1 1.04 2 0.38916216352591126 0.0 633.6955169
true 0.192044911148652 2367 21 11 1.04 1 0.38916216352591126 0.0 58.2214393
true 0.1970847754058553 21344 21 11 1.04 2 0.38916216352591126 0.0 1065.8329764
true 0.2571569158178985 5615 21 21 1.04 1 0.38916216352591126 0.0 140.7771598
true 0.11517466781979589 39579 21 21 1.04 2 0.38916216352591126 0.0 1849.3313597
true 0.104678561741116 948 21 1 1.08 1 0.3425956105331165 0.0 28.3708076
true 0.13791642701171847 11588 21 1 1.08 2 0.3425956105331165 0.0 563.3728371
true 0.24689215792784094 3254 21 11 1.08 1 0.3425956105331165 0.0 80.724306
true 0.019150515741994313 13856 21 11 1.08 2 0.3425956105331165 0.0 607.0102908
true 0.2431803106854011 4198 21 21 1.08 1 0.3425956105331165 0.0 105.3733511
true 0.13378879697276033 69627 21 21 1.08 2 0.3425956105331165 0.0 3338.1946946
true 0.089307593512922 1179 21 1 1.12 1 0.30598043196662417 0.0 32.0694444
true 0.12475062554793731 4719 21 1 1.12 2 0.30598043196662417 0.0 220.5424908
true 0.16308835769132507 2303 21 11 1.12 1 0.30598043196662417 0.0 55.7973256
true 0.13117198795065146 5191 21 11 1.12 2 0.30598043196662417 0.0 254.769996
true 0.19687595596518245 7345 21 21 1.12 1 0.30598043196662417 0.0 185.571255
true 0.06022575313608304 69869 21 21 1.12 2 0.30598043196662417 0.0 3204.5314129
true 0.07773348448846334 883 21 1 1.16 1 0.2767340801837145 0.0 22.2920314
true 0.11381343639141295 10024 21 1 1.16 2 0.2767340801837145 0.0 445.376293
true 0.1540972025282385 2418 21 11 1.16 1 0.2767340801837145 0.0 58.3373437
true 0.17882076471619432 26653 21 11 1.16 2 0.2767340801837145 0.0 1221.0107545
true 0.19127470030079854 2695 21 21 1.16 1 0.2767340801837145 0.0 63.1709154
true 0.07899760386378894 93572 21 21 1.16 2 0.2767340801837145 0.0 4199.0386524
true 0.06871677725636172 936 21 1 1.2 1 0.2528434476485877 0.0 27.1381218
true 0.10974234063786814 11813 21 1 1.2 2 0.2528434476485877 0.0 529.7630934
true 0.14683727343143468 4984 21 11 1.2 1 0.2528434476485877 0.0 118.162951
true 0.1041069069888541 9476 21 11 1.2 2 0.2528434476485877 0.0 415.99963
true 0.2693550209232063 9113 21 21 1.2 1 0.2528434476485877 0.0 224.6453046
true 0.008021150125833543 53807 21 21 1.2 2 0.2528434476485877 0.0 2394.3721724
true 0.06148399365373641 1067 21 1 1.24 1 0.23289513332462652 0.0 26.7723436
true 0.0995556705122248 4631 21 1 1.24 2 0.23289513332462652 0.0 217.9809632
true 0.22080000436344277 1556 21 11 1.24 1 0.23289513332462652 0.0 36.7115808
true 0.007039032111044599 24504 21 11 1.24 2 0.23289513332462652 0.0 946.0864719
true 0.26474254157640115 2465 21 21 1.24 1 0.23289513332462652 0.0 57.7203932
true 0.006456626321300764 81650 21 21 1.24 2 0.23289513332462652 0.0 3549.0644247
