TRUE	2.15E-07	76	4	1	0	1	0	6.5992744
TRUE	1.15E-07	151	4	1	0	2	0	0.6518681
TRUE	8.55E-08	274	4	1	0	3	0	1.621121
TRUE	8.86E-07	365	4	1	0	4	0	3.0950662
TRUE	3.00E-07	54	4	1	0.02	1	1.55E-08	0.1495807
TRUE	1.12E-07	141	4	1	0.02	2	1.55E-08	0.5880195
TRUE	1.22E-06	229	4	1	0.02	3	1.55E-08	1.5618233
TRUE	4.77E-08	397	4	1	0.02	4	1.55E-08	3.2557168
TRUE	2.82E-07	62	4	1	0.04	1	5.22E-07	0.1436417
TRUE	1.54E-07	154	4	1	0.04	2	5.22E-07	0.7136157
TRUE	2.82E-07	212	4	1	0.04	3	5.22E-07	1.3957644
TRUE	3.69E-07	352	4	1	0.04	4	5.22E-07	3.0775516
TRUE	4.65E-07	61	4	1	0.06	1	3.27E-05	0.144446
TRUE	3.70E-06	136	4	1	0.06	2	3.27E-05	0.5735088
TRUE	4.41E-06	294	4	1	0.06	3	3.27E-05	1.8817233
TRUE	3.07E-06	621	4	1	0.06	4	3.27E-05	4.5631637
TRUE	4.95E-07	59	4	1	0.08	1	0.0003155577109	0.1320733
TRUE	2.72E-05	133	4	1	0.08	2	0.0003155577109	0.6379641
TRUE	4.91E-06	283	4	1	0.08	3	0.0003155577109	1.8539324
TRUE	3.32E-05	370	4	1	0.08	4	0.0003155577109	3.1542955
TRUE	2.71E-06	57	4	1	0.1	1	0.001258468567	0.1307995
TRUE	7.45E-05	149	4	1	0.1	2	0.001258468567	0.6927067
TRUE	1.35E-05	213	4	1	0.1	3	0.001258468567	1.4150853
TRUE	1.41E-05	476	4	1	0.1	4	0.001258468567	3.8303848
TRUE	8.64E-06	51	4	1	0.12	1	0.002857451367	0.1284728
TRUE	0.0003044662301	139	4	1	0.12	2	0.002857451367	0.6954376
TRUE	9.68E-05	275	4	1	0.12	3	0.002857451367	1.9056042
TRUE	1.11E-05	384	4	1	0.12	4	0.002857451367	3.2627354
TRUE	2.18E-05	73	4	1	0.14	1	0.005207607229	0.183278
TRUE	0.0005873217009	141	4	1	0.14	2	0.005207607229	0.6584487
TRUE	0.0002440045529	244	4	1	0.14	3	0.005207607229	1.6255793
TRUE	0.0001598339037	402	4	1	0.14	4	0.005207607229	3.7636246
TRUE	5.34E-05	60	4	1	0.16	1	0.009312166724	0.13671
TRUE	0.001223726518	144	4	1	0.16	2	0.009312166724	0.67129
TRUE	0.0001483665743	203	4	1	0.16	3	0.009312166724	1.4321328
TRUE	5.97E-06	1110	4	1	0.16	4	0.009312166724	7.8635996
TRUE	0.0001265976813	51	4	1	0.18	1	0.01647603291	0.1290744
TRUE	0.002298883935	135	4	1	0.18	2	0.01647603291	0.6476943
TRUE	2.38E-05	548	4	1	0.18	3	0.01647603291	3.081114
TRUE	5.24E-05	712	4	1	0.18	4	0.01647603291	5.7583201
TRUE	0.0002918850742	57	4	1	0.2	1	0.02880988278	0.1418624
TRUE	0.004239439232	143	4	1	0.2	2	0.02880988278	0.6920344
TRUE	0.0008582664378	260	4	1	0.2	3	0.02880988278	1.8692257
TRUE	4.05E-06	1509	4	1	0.2	4	0.02880988278	10.3835146
TRUE	0.0006465706659	59	4	1	0.22	1	0.04938099268	0.1771286
TRUE	0.0002902701245	615	4	1	0.22	2	0.04938099268	2.7151802
TRUE	0.0002755458583	506	4	1	0.22	3	0.04938099268	3.0957588
TRUE	8.27E-05	444	4	1	0.22	4	0.04938099268	4.0516039
TRUE	0.001366516604	53	4	1	0.24	1	0.08188079161	0.1456723
TRUE	0.000212523308	243	4	1	0.24	2	0.08188079161	1.0756187
TRUE	0.0006545230383	350	4	1	0.24	3	0.08188079161	2.2293006
TRUE	1.29E-05	1003	4	1	0.24	4	0.08188079161	7.8218619
TRUE	0.001948659502	66	4	1	0.25	1	0.1037069343	5.9610888
TRUE	0.0003033070615	645	4	1	0.25	2	0.1037069343	2.3969392
TRUE	8.59E-05	933	4	1	0.25	3	0.1037069343	4.9730948
TRUE	9.97E-06	1167	4	1	0.25	4	0.1037069343	7.6604666
TRUE	0.003809845762	58	4	1	0.27	1	0.160401323	0.1328404
TRUE	0.0005919597211	271	4	1	0.27	2	0.160401323	1.0422135
TRUE	0.0001074777164	989	4	1	0.27	3	0.160401323	5.3992552
TRUE	5.56E-07	925	4	1	0.27	4	0.160401323	6.5921206
TRUE	0.007021874068	59	4	1	0.29	1	0.2347145383	0.1405265
