TRUE	3.91E-08	52	4	1	0	1	0	7.0452815
TRUE	1.06E-07	128	4	1	0	2	0	0.6612426
TRUE	1.78E-06	394	4	1	0	3	0	2.5595779
TRUE	3.74E-08	355	4	1	0	4	0	3.5022659
TRUE	4.55E-07	54	4	1	0.02	1	5.22E-07	0.1738157
TRUE	1.02E-07	125	4	1	0.02	2	5.22E-07	0.6553217
TRUE	4.08E-07	272	4	1	0.02	3	5.22E-07	1.9357547
TRUE	7.43E-08	482	4	1	0.02	4	5.22E-07	4.1670877
TRUE	9.41E-07	57	4	1	0.04	1	0.0003155577109	0.1681383
TRUE	4.48E-06	198	4	1	0.04	2	0.0003155577109	1.0258481
TRUE	4.18E-06	261	4	1	0.04	3	0.0003155577109	1.9251092
TRUE	1.19E-06	377	4	1	0.04	4	0.0003155577109	3.4280371
TRUE	8.81E-06	54	4	1	0.06	1	0.002857451367	0.1824823
TRUE	0.0003142835321	146	4	1	0.06	2	0.002857451367	0.6973835
TRUE	7.63E-06	218	4	1	0.06	3	0.002857451367	1.6054177
TRUE	2.92E-06	322	4	1	0.06	4	0.002857451367	2.9901623
TRUE	5.35E-05	55	4	1	0.08	1	0.009312166724	0.1849473
TRUE	0.000778476824	132	4	1	0.08	2	0.009312166724	0.6192093
TRUE	6.80E-05	249	4	1	0.08	3	0.009312166724	1.637544
TRUE	1.08E-05	414	4	1	0.08	4	0.009312166724	3.3977831
TRUE	0.0002917940463	51	4	1	0.1	1	0.02880988278	0.139785
TRUE	0.0001184938663	323	4	1	0.1	2	0.02880988278	1.3532086
TRUE	1.16E-05	694	4	1	0.1	3	0.02880988278	3.8196525
TRUE	4.11E-06	739	4	1	0.1	4	0.02880988278	5.5401101
TRUE	0.001366622525	50	4	1	0.12	1	0.08188079161	0.1572664
TRUE	0.0002130077469	186	4	1	0.12	2	0.08188079161	0.8451739
TRUE	1.83E-05	508	4	1	0.12	3	0.08188079161	2.9336605
TRUE	8.26E-06	805	4	1	0.12	4	0.08188079161	5.6222005
TRUE	0.005214189262	60	4	1	0.14	1	0.1955000414	0.1699266
TRUE	0.0008078612001	242	4	1	0.14	2	0.1955000414	0.9818426
